grade,headword,homograph,pos,guide,band
3,건널목,0,명사,건널목을 건너다,중급
3,건조,2,명사,건조 기후,중급
3,걸레,0,명사,걸레로 닦다,중급
3,검다,0,형용사,색깔이 검다,중급
3,검색,0,명사,인터넷 검색,중급
3,검토,0,명사,서류 검토,중급
3,겁,0,명사,겁이 많다,중급
3,겉옷,0,명사,겉옷을 벗다,중급
3,게시,0,명사,안내문 게시,중급
3,게시판,0,명사,게시판에 붙이다,중급
3,겨우,0,부사,겨우 몇 개,중급
3,결국,1,명사,결국 해내다,중급
3,결국,2,부사,결국 해내다,중급
3,결제,0,명사,카드 결제,중급
3,경기장,0,명사,실내 경기장,중급
3,경복궁,0,명사,경복궁에 가다,중급
3,경비,1,명사,여행 경비,중급
3,경비실,0,명사,아파트 경비실,중급
3,경우,0,명사,그런 경우,중급
3,경제,0,명사,경제 개발,중급
3,경제적01∙경제적,2,관형사∙명사,경제적 능력,중급
3,경찰관,0,명사,교통 경찰관,중급
3,곁,1,명사,곁에 있다,중급
3,계곡,0,명사,계곡에서 놀다,중급
3,계약,0,명사,계약을 맺다,중급
3,계약금,0,명사,계약금을 받다,중급
3,계좌,0,명사,계좌 번호,중급
3,고객,0,명사,고객을 맞다,중급
3,고구마,0,명사,고구마를 먹다,중급
3,고궁,0,명사,고궁을 산책하다,중급
3,고백,0,명사,사랑 고백,중급
3,고생,0,명사,고생이 심하다,중급
3,고속,0,명사,고속 도로,중급
3,고추,0,명사,고추를 따다,중급
3,고춧가루,0,명사,고춧가루를 뿌리다,중급
3,곤란,0,명사,곤란한 질문,중급
3,곧이어,0,부사,곧이어 시작하다,중급
3,곧장,0,부사,곧장 가다,중급
3,골고루,0,부사,골고루 먹다,중급
3,골목,0,명사,좁은 골목,중급
3,골목길,0,명사,골목길을 걷다,중급
3,골프,0,명사,골프 선수,중급
3,곰,0,명사,동물,중급
3,곱다,1,형용사,고운 얼굴,중급
3,곱하다,0,동사,수를 곱하다,중급
3,곳곳,0,명사,전국 곳곳,중급
3,공,3,명사,숫자,중급
3,공간,0,명사,공간을 차지하다,중급
3,공공,0,명사,공공 기관,중급
3,공공장소,0,명사,공공장소를 이용하다,중급
3,공과금,0,명사,공과금을 내다,중급
3,공기,2,명사,공기가 맑다,중급
3,공동,0,명사,공동 개최,중급
3,공사,1,명사,신축 공사,중급
3,공식,0,명사,공식 발표,중급
3,공연,0,명사,공연을 보다,중급
3,공연장,0,명사,공연장에 몰려들다,중급
3,공주,0,명사,공주와 왕자,중급
3,공중전화,0,명사,공중전화 박스,중급
3,공통,0,명사,공통 화제,중급
3,공통점,0,명사,공통점을 찾다,중급
3,공포,2,명사,공포를 느끼다,중급
3,과,2,명사,과를 옮기다,중급
3,과로,0,명사,과로로 쓰러지다,중급
3,과목,0,명사,시험 과목,중급
3,과식,0,명사,과식 습관,중급
3,과장,2,명사,과장이 심하다,중급
3,과장,3,명사,과장으로 승진하다,중급
3,과정,1,명사,과정을 겪다,중급
3,과학,0,명사,과학 기술,중급
3,과학자,0,명사,과학자가 되다,중급
3,관객,0,명사,관객이 모여들다,중급
3,관계없다,0,형용사,관계없는 일,중급
3,관계없이,0,부사,시간에 관계없이,중급
3,관계있다,0,형용사,주제와 관련있다,중급
3,관람,0,명사,연극 관람,중급
3,관람객,0,명사,영화 관람객,중급
3,관련,0,명사,관련이 있다,중급
3,관리,2,명사,학생 관리,중급
3,관찰,0,명사,식물 관찰,중급
3,광경,0,명사,광경을 보다,중급
3,굉장히,0,부사,굉장히 좋아하다,중급
3,교시,1,의존명사,1교시,중급
3,교외,1,명사,교외로 나가다,중급
3,교통수단,0,명사,교통수단을 이용하다,중급
3,교통편,0,명사,교통편을 예약하다,중급
3,교포,0,명사,재일 교포,중급
3,구,5,명사,행정 구역,중급
3,구경거리,0,명사,구경거리가 많다,중급
3,구멍,0,명사,구멍을 뚫다,중급
3,구수하다,0,형용사,맛이 구수하다,중급
3,구역,0,명사,금연 구역,중급
3,구입,0,명사,물품 구입,중급
3,구조,2,명사,구조를 바꾸다,중급
3,구체적01∙구체적,2,관형사∙명사,구체적 성과,중급
3,구하다,1,동사,일자리를 구하다,중급
3,국가,1,명사,민주 국가,중급
3,국기,0,명사,국기를 달다,중급
3,국내선,0,명사,국내선으로 갈아타다,중급
3,국립,0,명사,국립 미술관,중급
3,국물,0,명사,국물을 마시다,중급
3,국민,0,명사,국민 소득,중급
3,국어,0,명사,국어를 가르치다,중급
3,군대,0,명사,군대에 가다,중급
3,굶다,0,동사,밥을 굶다,중급
3,굽,0,명사,구두 굽,중급
3,권하다,0,동사,입원을 권하다,중급
3,귀하,1,명사,김철수 귀하,중급
3,귀하,2,대명사,김철수 귀하,중급
3,규칙적01∙규칙적,2,관형사∙명사,규칙적 생활,중급
3,그녀,0,대명사,,중급
3,그래도,0,줄어든말,그리하여도,중급
3,그램,0,의존명사,고기 백 그램,중급
3,그러다,0,동사,,중급
3,그룹,0,명사,스터디 그룹,중급
3,그만하다,1,동사,일을 그만하다,중급
3,그저,0,부사,그저 웃기만 하다,중급
3,그제,1,명사,그저께,중급
3,그제,2,부사,그저께,중급
3,그중,0,명사,그중에서 제일,중급
3,근데,0,부사,,중급
3,근무,0,명사,근무를 마치다,중급
3,근육,0,명사,근육 운동,중급
3,금,2,명사,요일,중급
3,금,3,명사,금 목걸이,중급
3,금액,0,명사,금액을 지불하다,중급
3,금연,0,명사,금연 좌석,중급
3,긋다,1,동사,선을 긋다,중급
3,긍정적01∙긍정적,2,관형사∙명사,긍정적 태도,중급
3,기계,0,명사,기계가 작동하다,중급
3,기관,0,명사,공공 기관,중급
3,기구,1,명사,운동 기구,중급
3,기념,0,명사,결혼 기념,중급
3,기념품,0,명사,기념품을 사다,중급
3,기능,2,명사,기능이 다양하다,중급
3,기다,0,동사,아기가 기다,중급
3,기대,0,명사,기대를 받다,중급
3,기대다,1,동사,벽에 기대다,중급
3,기도,2,명사,기도를 드리다,중급
3,기말시험,0,명사,기말시험을 보다,중급
3,기사,1,명사,버스 기사,중급
3,기사,2,명사,신문 기사,중급
3,기술자,0,명사,기술자를 양성하다,중급
3,기억력,0,명사,기억력이 좋다,중급
3,기업,0,명사,기업을 운영하다,중급
3,기준,0,명사,기준을 세우다,중급
3,기초,0,명사,기초를 다지다,중급
3,기타,1,명사,기타 등등,중급
3,긴급,0,명사,긴급 구조,중급
3,긴팔,0,명사,긴팔을 입다,중급
3,길다,1,동사,머리가 길다,중급
3,김,1,명사,김이 나다,중급
3,까다,1,동사,껍데기를 까다,중급
3,깔끔하다,0,형용사,방이 깔끔하다,중급
3,깜빡,0,부사,깜빡 켜지다,중급
3,깨지다,0,동사,유리가 깨지다,중급
3,꺼지다,1,동사,불이 꺼지다,중급
3,껍질,0,명사,과일 껍질,중급
3,꼬리,0,명사,꼬리를 흔들다,중급
3,꼼짝,0,부사,꼼짝 못하다,중급
3,꽂다,0,동사,열쇠를 꽂다,중급
3,꽃무늬,0,명사,꽃무늬 커튼,중급
3,꽉,0,부사,꽉 누르다,중급
3,꽤,0,부사,꽤 멀다,중급
3,꾸준히,0,부사,꾸준히 노력하다,중급
3,꿀,0,명사,꿀을 넣다,중급
3,끈,0,명사,끈을 묶다,중급
3,끊기다,0,동사,도로가 끊기다,중급
3,끊어지다,0,동사,줄이 끊어지다,중급
3,끌다,0,동사,신발을 끌다,중급
3,끝내,0,부사,끝내 모르다,중급
3,끼,1,명사,끼를 거르다,중급
3,끼다,2,동사,구름이 끼다,중급
3,나르다,0,동사,이삿짐을 나르다,중급
3,나물,1,명사,나물을 다듬다,중급
3,나뭇잎,0,명사,나뭇잎을 따다,중급
3,나빠지다,0,동사,건강이 나빠지다,중급
3,나아지다,0,동사,건강이 나아지다,중급
3,나이프,0,명사,나이프로 썰다,중급
3,나타내다,0,동사,모습을 나타내다,중급
3,낙엽,0,명사,낙엽을 태우다,중급
3,난로,0,명사,난로를 피우다,중급
3,난방,0,명사,난방과 냉방,중급
3,날아가다,0,동사,새가 날아가다,중급
3,낡다,0,형용사,옷이 낡다,중급
3,남,2,명사,남자,중급
3,남,3,명사,남쪽,중급
3,남미,0,명사,남미 대륙,중급
3,남부,0,명사,남부 지방,중급
3,낯설다,0,형용사,얼굴이 낯설다,중급
3,낳다,1,동사,아기를 낳다,중급
3,내,5,의존명사,기간 내,중급
3,내내,0,부사,일 년 내내,중급
3,내달,0,명사,내달 초,중급
3,내려놓다,0,동사,책을 내려놓다,중급
3,내보내다,0,동사,밖으로 내보내다,중급
3,내성적01∙내성적,2,관형사∙명사,내성적 성격,중급
3,내주다,0,동사,거스름돈을 내주다,중급
3,내후년,0,명사,내후년이 지나다,중급
3,낼모레,1,명사,내일 모레,중급
3,낼모레,2,부사,내일 모레,중급
3,냉동,0,명사,냉동 창고,중급
3,냉방,0,명사,냉방과 난방,중급
3,냉정하다,1,형용사,성격이 냉정하다,중급
3,널다,0,동사,빨래를 널다,중급
3,널리,0,부사,널리 알려지다,중급
3,넓이,0,명사,넓이를 재다,중급
3,넘어가다,0,동사,나무가 넘어가다,중급
3,넘어서다,0,동사,산을 넘어서다,중급
3,년대,0,의존명사,이천 년대,중급
3,노랑,0,명사,색,중급
3,노선,0,명사,지하철 노선,중급
3,노선도,0,명사,버스 노선도,중급
3,노약자,0,명사,노약자를 보호하다,중급
3,노트북,0,명사,노트북 컴퓨터,중급
3,녹다,0,동사,얼음이 녹다,중급
3,녹음,2,명사,녹음을 듣다,중급
3,녹음기,0,명사,녹음기로 녹음하다,중급
3,놀이공원,0,명사,놀이공원에 가다,중급
3,놀이터,0,명사,놀이터에서 놀다,중급
3,농부,0,명사,농부가 씨를 뿌리다,중급
3,농사,1,명사,농사를 짓다,중급
3,높아지다,0,동사,파도가 높아지다,중급
3,높이다,0,동사,건물을 높이다,중급
3,높임말,0,명사,높임말을 쓰다,중급
3,놓이다,0,동사,마음이 놓이다,중급
3,놓치다,0,동사,손을 놓치다,중급
3,눈가,0,명사,눈가에 바르다,중급
3,눈병,0,명사,눈병에 걸리다,중급
3,눈부시다,0,형용사,조명이 눈부시다,중급
3,눈사람,0,명사,눈사람을 만들다,중급
3,눈싸움,2,명사,눈싸움 놀이,중급
3,늘리다,0,동사,규모를 늘리다,중급
3,늘어나다,0,동사,사람이 늘어나다,중급
3,늦잠,0,명사,늦잠을 자다,중급
3,다리미,0,명사,다리미로 옷을 다리다,중급
3,다림질,0,명사,바지를 다림질하다,중급
3,다방,0,명사,다방 커피,중급
3,다운로드,0,명사,다운로드를 받다,중급
3,다정,0,명사,다정한 연인,중급
3,다지다,2,동사,마늘을 다지다,중급
3,다행,0,명사,다행으로 생각하다,중급
3,다행히,0,부사,다행히 찾다,중급
3,단단하다,0,형용사,뼈가 단단하다,중급
3,단맛,0,명사,단맛을 느끼다,중급
3,단발머리,0,명사,단발머리로 자르다,중급
3,단위,0,명사,화폐 단위,중급
3,단점,0,명사,단점을 극복하다,중급
3,단정하다,1,형용사,옷차림이 단정하다,중급
3,단지,3,명사,단지를 조성하다,중급
3,단체,0,명사,단체에 가입하다,중급
3,닫히다,0,동사,창문이 닫히다,중급
3,달다,2,동사,단추를 달다,중급
3,달다,4,동사,달라고 하다,중급
3,달라지다,0,동사,장소가 달라지다,중급
3,달러,1,명사,일 달러,중급
3,달러,2,의존명사,일 달러,중급
3,달콤하다,0,형용사,케이크가 달콤하다,중급
3,담그다,0,동사,발을 담그다,중급
3,담기다,1,동사,그릇에 담기다,중급
3,담다,0,동사,쌀을 담다,중급
3,닷새,0,명사,닷새가 걸리다,중급
3,당근,0,명사,당근 주스,중급
3,당신,0,대명사,,중급
3,당연하다,0,형용사,당연한 결과,중급
3,당연히,0,부사,당연히 다르다,중급
3,당장,0,명사,지금 당장,중급
3,당황,0,명사,당황을 감추지 못하다,중급
3,닿다,0,동사,손에 닿다,중급
3,대,1,명사,대가 굵다,중급
3,대,2,의존명사,대가 굵다,중급
3,대다,1,동사,열차 시간에 대다,중급
3,대단하다,0,형용사,추위가 대단하다,중급
3,대도시,0,명사,대도시에 살다,중급
3,대문,0,명사,대문을 열다,중급
3,대변,0,명사,대변이 마렵다,중급
3,대상,2,명사,연구 대상,중급
3,대신,0,명사,나 대신 너,중급
3,대여섯02·대여섯,1,수사·관형사,숫자,중급
3,대중,2,명사,대중과 소통하다,중급
3,대중가요,0,명사,대중가요를 부르다,중급
3,대중교통,0,명사,대중교통을 타다,중급
3,대청소,0,명사,집안 대청소,중급
3,대체로,0,부사,대략,중급
3,대통령,0,명사,대통령을 선출하다,중급
3,대표,0,명사,대표 작품,중급
3,대표적01∙대표적,2,관형사∙명사,대표적 작품,중급
3,대하다,0,동사,얼굴을 대하다,중급
3,대한민국,0,명사,나라,중급
3,대형,1,명사,대형 냉장고,중급
3,더러워지다,0,동사,옷이 더러워지다,중급
3,더하다,2,동사,숫자를 더하다,중급
3,덜,0,부사,덜 익다,중급
3,덜다,0,동사,밥을 덜다,중급
3,덮다,0,동사,이불을 덮다,중급
3,데,0,의존명사,장소가 달라지다,중급
3,데다,0,동사,불에 데다,중급
3,데리다,0,동사,데리고 가다,중급
3,데치다,0,동사,채소를 데치다,중급
3,도,5,명사,행정 구역,중급
3,도구,0,명사,청소 도구,중급
3,도둑,0,명사,도둑을 잡다,중급
3,도망가다,0,동사,도둑이 도망가다,중급
3,도서,2,명사,도서 대출,중급
3,도시락,0,명사,도시락을 싸다,중급
3,도심,0,명사,도심에 위치하다,중급
3,도자기,0,명사,도자기를 빚다,중급
3,도장,3,명사,도장을 찍다,중급
3,도중,0,명사,도중에 끼어들다,중급
3,독감,0,명사,독감에 걸리다,중급
3,독일어,0,명사,독일어를 가르치다,중급
3,돌,1,명사,돌잔치,중급
3,돌,2,의존명사,돌잔치,중급
3,돌려받다,0,동사,책을 돌려받다,중급
3,돌보다,0,동사,아이를 돌보다,중급
3,돌아다니다,0,동사,거리를 돌아다니다,중급
3,동,2,명사,동쪽,중급
3,동,3,명사,행정 구역,중급
3,동그라미,0,명사,동그라미를 그리다,중급
3,동그랗다,0,형용사,얼굴이 동그랗다,중급
3,동료,0,명사,직장 동료,중급
3,동부,0,명사,동부 유럽,중급
3,동아리,0,명사,동아리에 가입하다,중급
3,동양,0,명사,동양 사상,중급
3,동작,0,명사,동작이 느리다,중급
3,동창,0,명사,동창 모임,중급
3,동창회,0,명사,동창회를 열다,중급
3,동호회,0,명사,동호회에 가입하다,중급
3,되돌아오다,0,동사,편지가 되돌아오다,중급
3,되찾다,0,동사,안정을 되찾다,중급
3,두께,0,명사,두께가 얇다,중급
3,두통약,0,명사,두통약을 복용하다,중급
3,둥글다,1,형용사,지구가 둥글다,중급
3,드라이,0,명사,드라이가 잘 되다,중급
3,드라이브,0,명사,드라이브를 나가다,중급
3,드라이어,0,명사,드라이어로 말리다,중급
3,드레스,0,명사,드레스를 입다,중급
3,듣기,0,명사,듣기 평가,중급
3,들려주다,0,동사,노래를 들려주다,중급
3,들어서다,0,동사,집에 들어서다,중급
3,들어주다,0,동사,부탁을 들어주다,중급
3,등,0,명사,일 등,중급
3,등,2,의존명사,일 등,중급
3,등,3,의존명사,"딸기, 사과 등의 과일",중급
3,등록,0,명사,등록 기간,중급
3,등록금,0,명사,등록금을 내다,중급
3,등록증,0,명사,등록증을 발급받다,중급
3,등산복,0,명사,등산복을 입다,중급
3,디지털,0,명사,디지털 방송,중급
3,따다,0,동사,사과를 따다,중급
3,따라가다,0,동사,앞사람을 따라가다,중급
3,따라서,0,부사,,중급
3,따라오다,0,동사,뒤를 따라오다,중급
3,따로따로,0,부사,따로따로 움직이다,중급
3,따르다,1,동사,뒤를 따르다,중급
3,따르릉,0,부사,따르릉 울리다,중급
3,딱,3,부사,딱 알맞다,중급
3,딱딱하다,0,형용사,딱딱한 껍질,중급
3,땅속,0,명사,땅속에 묻다,중급
3,때때로,0,부사,때때로 변하다,중급
3,떠나가다,0,동사,고향을 떠나가다,중급
3,떠오르다,0,동사,하늘에 떠오르다,중급
3,떠올리다,0,동사,추억을 떠올리다,중급
3,떨다,1,동사,무서움에 떨다,중급
3,떨리다,1,동사,온몸이 떨리다,중급
3,떨어뜨리다,0,동사,바닥에 떨어뜨리다,중급
3,또한,0,부사,나 또한,중급
3,똑똑히,0,부사,똑똑히 기억하다,중급
3,뚫다,0,동사,구멍을 뚫다,중급
3,뛰다,1,동사,빨리 뛰다,중급
3,뛰어나다,0,형용사,솜씨가 뛰어나다,중급
3,뛰어내리다,0,동사,아래로 뛰어내리다,중급
3,뛰어넘다,0,동사,담을 뛰어넘다,중급
3,뜨다,1,동사,달이 뜨다,중급
3,띠,2,명사,돼지띠,중급
3,레몬,0,명사,레몬 차,중급
3,렌터카,0,명사,렌터카를 빌리다,중급
3,로그인,0,명사,자동 로그인,중급
3,로봇,0,명사,로봇 장난감,중급
3,리듬,0,명사,리듬에 맞추다,중급
3,리본,0,명사,리본으로 묶다,중급
3,마늘,0,명사,마늘을 까다,중급
3,마라톤,0,명사,마라톤을 완주하다,중급
3,마사지,0,명사,마사지를 받다,중급
3,마우스,0,명사,마우스 클릭,중급
3,마음대로,0,부사,마음대로 되다,중급
3,마음씨,0,명사,마음씨가 곱다,중급
3,마이크,0,명사,마이크를 잡다,중급
3,마침,0,부사,,중급
3,막,1,부사,막 잠들다,중급
3,막,2,부사,막 쓰다,중급
3,막내,0,명사,막내 동생,중급
3,막다,0,동사,귀를 막다,중급
3,막대기,0,명사,나무 막대기,중급
3,막차,0,명사,막차를 놓치다,중급
3,만,0,명사,만 3주,중급
3,만,5,관형사,만 3주,중급
3,만남,0,명사,만남과 헤어짐,중급
3,만족,0,명사,만족을 느끼다,중급
3,만족스럽다,0,형용사,만족스러운 결과,중급
3,많아지다,0,동사,인구가 많아지다,중급
3,말다,1,동사,김밥을 말다,중급
3,말리다,3,동사,빨래를 말리다,중급
3,말하기,0,명사,말하기 평가,중급
3,맞다,2,동사,손님을 맞다,중급
3,맞다,3,동사,매를 맞다,중급
3,맞은편,0,명사,맞은편에 앉다,중급
3,맞이하다,0,동사,새해를 맞이하다,중급
3,맡기다,0,동사,수리를 맡기다,중급
3,맡다,1,동사,임무를 맡다,중급
3,맡다,2,동사,냄새를 맡다,중급
3,매,1,명사,매를 맞다,중급
3,매달다,0,동사,문에 매달다,중급
3,매운맛,0,명사,매운맛이 나다,중급
3,매운탕,0,명사,매운탕을 끓이다,중급
3,매장,3,명사,의류 매장,중급
3,매점,0,명사,학교 매점,중급
3,매진,1,명사,영화표의 매진,중급
3,맨발,0,명사,맨발로 걷다,중급
3,먼지,0,명사,먼지를 닦다,중급
3,멀미,0,명사,멀미가 나다,중급
3,멋지다,0,형용사,경치가 멋지다,중급
3,멍,0,명사,멍이 들다,중급
3,메뉴판,0,명사,메뉴판을 찾다,중급
3,메모지,0,명사,메모지에 쓰다,중급
3,멜로디,0,명사,감미로운 멜로디,중급
3,면,2,명사,벽의 면,중급
3,면적,0,명사,면적이 넓다,중급
3,면접,0,명사,면접 장소,중급
3,면허증,0,명사,면허증을 따다,중급
3,멸치,0,명사,멸치를 볶다,중급
3,명단,0,명사,합격자 명단,중급
3,명함,0,명사,명함을 교환하다,중급
3,몇몇,1,수사,몇몇 사람,중급
3,몇몇,2,관형사,몇몇 사람,중급
3,모니터,0,명사,컴퓨터의 모니터,중급
3,모델,0,명사,최신 모델,중급
3,모래,0,명사,모래 장난,중급
3,모범,0,명사,모범이 되다,중급
3,모자,1,명사,모자가 닮다,중급
3,모집,0,명사,학생 모집,중급
3,목,2,명사,요일,중급
3,목록,0,명사,단어 목록,중급
3,목적지,0,명사,목적지에 도착하다,중급
3,목표,0,명사,목표를 세우다,중급
3,몰래,0,부사,몰래 도망가다,중급
3,몸무게,0,명사,몸무게를 재다,중급
3,몸살,0,명사,몸살이 나다,중급
3,몸짓,0,명사,우아한 몸짓,중급
3,묘사,0,명사,상황 묘사,중급
3,무늬,0,명사,나무의 무늬,중급
3,무대,0,명사,콘서트 무대,중급
3,무더위,0,명사,무더위가 꺾이다,중급
3,무덤,0,명사,무덤을 파다,중급
3,무서워하다,0,동사,물을 무서워하다,중급
3,무역,0,명사,무역 회사,중급
3,무용,3,명사,고전 무용,중급
3,무조건,1,명사,무조건 화를 내다,중급
3,무조건,2,부사,무조건 화를 내다,중급
3,묵다,2,동사,호텔에서 묵다,중급
3,묶다,0,동사,머리를 묶다,중급
3,문구점,0,명사,가게,중급
3,문방구,0,명사,학교 앞 문방구,중급
3,문법,0,명사,한국어 문법,중급
3,문병,0,명사,문병을 가다,중급
3,문의,0,명사,문의 전화,중급
3,문자,0,명사,문자 메시지,중급
3,문장,1,명사,영어 문장,중급
3,문학,0,명사,문학 작품,중급
3,문화재,0,명사,문화재를 보호하다,중급
3,묻다,1,동사,물이 묻다,중급
3,물가,1,명사,물가에서 놀다,중급
3,물가,2,명사,물가가 비싸다,중급
3,물다,1,동사,개가 물다,중급
3,물러나다,0,동사,뒤로 물러나다,중급
3,물러서다,0,동사,뒤로 물러서다,중급
3,물리다,2,동사,개에 물리다,중급
3,물소리,0,명사,물소리가 나다,중급
3,물약,0,명사,물약을 마시다,중급
3,물음,0,명사,물음에 답하다,중급
3,뮤지컬,0,명사,뮤지컬 공연,중급
3,미국인,0,명사,미국인을 만나다,중급
3,미끄럽다,0,형용사,길이 미끄럽다,중급
3,미루다,0,동사,숙제를 미루다,중급
3,미만,0,명사,19세 미만,중급
3,미성년자,0,명사,미성년자 관람불가,중급
3,미소,0,명사,미소를 짓다,중급
3,미술,0,명사,미술 작품,중급
3,미용사,0,명사,미용사 자격증,중급
3,미인,0,명사,미인 대회,중급
3,미장원,0,명사,미장원에서 파마하다,중급
3,미팅,0,명사,미팅 상대,중급
3,민속놀이,0,명사,전통 민속놀이,중급
3,밀리다,1,동사,차가 밀리다,중급
3,밉다,0,형용사,하는 짓이 밉다,중급
3,및,0,부사,설계 및 시공,중급
3,밑줄,0,명사,밑줄을 긋다,중급
3,바,1,의존명사,느낀 바,중급
3,바구니,0,명사,과일 바구니,중급
3,바늘,0,명사,실과 바늘,중급
3,바닷물,0,명사,바닷물이 출렁이다,중급
3,바둑,0,명사,바둑을 두다,중급
3,바보,0,명사,바보가 되다,중급
3,바위,0,명사,넓적한 바위,중급
3,바퀴,1,명사,자동차 바퀴,중급
3,바퀴,2,의존명사,자동차 바퀴,중급
3,바탕,0,명사,바탕을 이루다,중급
3,박,2,의존명사,1박 2일,중급
3,박사,0,명사,박사 학위,중급
3,반납,0,명사,책 반납,중급
3,반달,1,명사,반달이 뜨다,중급
3,반대말,0,명사,반대말을 찾다,중급
3,반대쪽,0,명사,반대쪽으로 가다,중급
3,반말,0,명사,반말과 높임말,중급
3,반면,1,명사,반면에,중급
3,반복,0,명사,반복 연습,중급
3,반죽,0,명사,밀가루 반죽,중급
3,반창고,0,명사,반창고를 붙이다,중급
3,반팔,0,명사,반팔을 입다,중급
3,반하다,1,동사,첫눈에 반하다,중급
3,발급,0,명사,카드 발급,중급
3,발달,0,명사,뇌의 발달,중급
3,발명,0,명사,발명 아이디어,중급
3,발목,0,명사,발목 부상,중급
3,발음,0,명사,발음 연습,중급
3,발전,1,명사,경제 발전,중급
3,발표,0,명사,결과 발표,중급
3,발행,0,명사,신문 발행,중급
3,밝히다,0,동사,전등을 밝히다,중급
3,밟다,0,동사,브레이크를 밟다,중급
3,밤,2,명사,밤을 따다,중급
3,밤늦다,0,형용사,밤늦은 시각,중급
3,밤새,0,명사,밤새 일하다,중급
3,밤색,0,명사,색,중급
3,밥그릇,0,명사,밥그릇에 담다,중급
3,밥솥,0,명사,압력 밥솥,중급
3,방송사,0,명사,방송사에 다니다,중급
3,방식,0,명사,생활 방식,중급
3,방울,1,명사,방울이 맺히다,중급
3,방해,0,명사,방해를 받다,중급
3,배고프다,0,형용사,배고프고 목마르다,중급
3,배구,0,명사,배구 선수,중급
3,배낭,0,명사,배낭을 메다,중급
3,배낭여행,0,명사,배낭여행을 떠나다,중급
3,배웅,0,명사,손님을 배웅하다,중급
3,배치,0,명사,자리 배치,중급
3,배터리,0,명사,배터리를 갈다,중급
3,배편,0,명사,배편으로 보내다,중급
3,백,0,명사,가방,중급
3,뱃속,0,명사,마음,중급
3,버섯,2,명사,버섯 요리,중급
3,버터,0,명사,버터를 바르다,중급
3,버튼,0,명사,버튼을 누르다,중급
3,번개,0,명사,천둥과 번개,중급
3,번역,0,명사,한국어 번역,중급
3,번지,0,명사,주소,중급
3,번호표,0,명사,대기 번호표,중급
3,벌,4,명사,벌을 받다,중급
3,벌금,0,명사,벌금을 부과하다,중급
3,범죄,0,명사,범죄를 저지르다,중급
3,법,1,명사,법을 지키다,중급
3,법칙,0,명사,법칙에 따르다,중급
3,벗기다,0,동사,옷을 벗기다,중급
3,베란다,0,명사,아파트 베란다,중급
3,벤치,0,명사,벤치에 앉다,중급
3,벨,0,명사,전화기 벨,중급
3,벨트,0,명사,벨트를 매다,중급
3,벽시계,0,명사,벽시계를 걸다,중급
3,벽지,2,명사,벽지로 도배하다,중급
3,변경,2,명사,계획 변경,중급
3,변비,0,명사,변비에 걸리다,중급
3,변화,0,명사,온도 변화,중급
3,별,2,관형사,별 볼 일,중급
3,별말씀,0,명사,별말씀이 없으시다,중급
3,별명,0,명사,별명을 짓다,중급
3,별일,0,명사,별일 없다,중급
3,병실,0,명사,병실을 옮기다,중급
3,보고,2,명사,업무 보고,중급
3,보고서,0,명사,보고서를 작성하다,중급
3,보관,0,명사,냉장 보관,중급
3,보기,1,명사,보기를 들다,중급
3,보너스,0,명사,보너스를 받다,중급
3,보람,0,명사,보람을 느끼다,중급
3,보름,0,명사,정월 보름,중급
3,보름달,0,명사,보름달이 뜨다,중급
3,보리,0,명사,보리를 재배하다,중급
3,보석,2,명사,보석이 반짝이다,중급
3,보행자,0,명사,보행자를 배려하다,중급
3,보험,0,명사,보험에 가입하다,중급
3,보호,0,명사,자연 보호,중급
3,복,0,명사,복을 받다,중급
3,복도,0,명사,건물 복도,중급
3,복사,0,명사,문서 복사,중급
3,복사기,0,명사,컬러복사기,중급
3,복숭아,0,명사,과일,중급
3,복용,0,명사,약물 복용,중급
3,복통,0,명사,복통이 심하다,중급
3,본인,1,명사,본인 명의,중급
3,본인,2,대명사,본인 명의,중급
3,볼거리,0,명사,볼거리가 많다,중급
3,볼링,0,명사,볼링을 치다,중급
3,볼일,0,명사,볼일이 생기다,중급
3,봉사,2,명사,봉사 활동,중급
3,봉지,0,명사,봉지에 넣다,중급
3,뵈다,2,동사,어른을 뵈다,중급
3,부,1,명사,우리 부,중급
3,부,2,의존명사,우리 부,중급
3,부담,0,명사,업무 부담,중급
3,부동산,0,명사,부동산 거래,중급
3,부러워하다,0,동사,성공을 부러워하다,중급
3,부러지다,0,동사,뼈가 부러지다,중급
3,부리다,2,동사,멋을 부리다,중급
3,부모,0,명사,부모를 공경하다,중급
3,부인,3,명사,중년 부인,중급
3,부자,1,명사,부자가 닮다,중급
3,부잣집,0,명사,으리으리한 부잣집,중급
3,부채,1,명사,부채 바람,중급
3,부츠,0,명사,부츠를 신다,중급
3,부친,0,명사,모친과 부친,중급
3,북,2,명사,북으로 향하다,중급
3,북부,0,명사,북부 지방,중급
3,분단,3,명사,국토 분단,중급
3,분리,0,명사,공간 분리,중급
3,분명히,0,부사,분명히 기억하다,중급
3,분실,0,명사,분실 사고,중급
3,분실물,0,명사,분실물 센터,중급
3,분필,0,명사,분필로 쓰다,중급
3,불-,2,접사,불가능,중급
3,불규칙,0,명사,불규칙한 생활,중급
3,불균형,0,명사,영양 불균형,중급
3,불만,0,명사,불만을 말하다,중급
3,불만족,0,명사,불만족한 표정,중급
3,불만족스럽다,0,형용사,서비스가 불만족스럽다,중급
3,불어,0,명사,불어로 말하다,중급
