grade,headword,homograph,pos,guide,band
5,관련짓다,0,동사,관련지어 말하다,고급
5,관습,0,명사,관습을 따르다,고급
5,관용,3,명사,관용을 베풀다,고급
5,관용어,0,명사,관용어 표현,고급
5,관중,0,명사,야구 관중,고급
5,관청,0,명사,관청에 취직하다,고급
5,관하다,0,동사,사랑에 관한 글,고급
5,관형사,0,명사,품사,고급
5,광장,0,명사,광장에 모이다,고급
5,괴물,0,명사,괴물이 나타나다,고급
5,교과,0,명사,교과 수업,고급
5,교도소,0,명사,교도소에 갇히다,고급
5,교무실,0,명사,교무실에 들어가다,고급
5,교원,0,명사,초등학교 교원,고급
5,교육부,0,명사,교육부 장관,고급
5,교육열,0,명사,교육열이 높다,고급
5,교육적01∙교육적,2,관형사∙명사,교육적 측면,고급
5,교제,0,명사,이성 교제,고급
5,교직,0,명사,교직에 종사하다,고급
5,교훈적01∙교훈적,2,관형사∙명사,교훈적 이야기,고급
5,구간,1,명사,통행 구간,고급
5,구겨지다,0,동사,옷이 구겨지다,고급
5,구경꾼,0,명사,구경꾼이 모여들다,고급
5,구급차,0,명사,구급차를 부르다,고급
5,구내식당,0,명사,구내식당을 이용하다,고급
5,구독,0,명사,신문 구독,고급
5,구두,2,명사,구두로 약속하다,고급
5,구두쇠,0,명사,지독한 구두쇠,고급
5,구르다,2,동사,발을 구르다,고급
5,구매자,0,명사,구매자 취향,고급
5,구박,0,명사,구박을 받다,고급
5,구비,2,명사,구비 서류,고급
5,구사,0,명사,외국어 구사,고급
5,구상,2,명사,작품 구상,고급
5,구석구석,0,명사,구석구석 닦다,고급
5,구성원,0,명사,사회 구성원,고급
5,구애,2,명사,구애를 받다,고급
5,구인,1,명사,구인 광고,고급
5,구직,0,명사,구직 광고,고급
5,구직난,0,명사,구직난을 겪다,고급
5,구직자,0,명사,구직자를 돕다,고급
5,구청,0,명사,구청 직원,고급
5,국도,0,명사,7번 국도,고급
5,국방부,0,명사,기관,고급
5,국세청,0,명사,기관,고급
5,국악,0,명사,국악 공연,고급
5,국익,0,명사,국익을 도모하다,고급
5,국토,0,명사,국토를 개발하다,고급
5,군,1,의존명사,김 철수 군,고급
5,군,2,대명사,김 철수 군,고급
5,군,3,명사,군에 입대하다,고급
5,군데군데,1,명사,군데군데 둘러보다,고급
5,군데군데,2,부사,군데군데 둘러보다,고급
5,굳히다,0,동사,시멘트를 굳히다,고급
5,굴뚝,0,명사,공장 굴뚝,고급
5,굴러가다,0,동사,바퀴가 굴러가다,고급
5,궁,2,명사,궁에 살다,고급
5,궁궐,0,명사,궁궐을 짓다,고급
5,궁금증,0,명사,궁금증을 해결하다,고급
5,궁중,0,명사,궁중 음식,고급
5,권위적01∙권위적,2,관형사∙명사,권위적 태도,고급
5,귓속말,0,명사,귓속말을 나누다,고급
5,그때그때,0,명사,그때그때 메모하다,고급
5,그때그때,0,부사,그때그때 메모하다,고급
5,그래야,0,줄어든말,그리하여야,고급
5,그리,2,부사,그리 알다,고급
5,그리다,1,동사,고향을 그리다,고급
5,그리하여,0,부사,,고급
5,그물,0,명사,그물에 걸리다,고급
5,극-,0,접사,극소수,고급
5,극단적01∙극단적,2,관형사∙명사,극단적 대립,고급
5,극심하다,0,형용사,피해가 극심하다,고급
5,근검절약,0,명사,,고급
5,근로,0,명사,근로 시간,고급
5,근사하다,0,형용사,옷차림이 근사하다,고급
5,근원,0,명사,만병의 근원,고급
5,근황,0,명사,근황을 묻다,고급
5,글쓴이,0,명사,글쓴이 생각,고급
5,금,1,명사,금이 가다,고급
5,금기,0,명사,금기를 깨다,고급
5,금리,0,명사,금리가 오르다,고급
5,금메달,0,명사,금메달을 따다,고급
5,금세,0,부사,금세 잠들다,고급
5,금속,0,명사,금속으로 만들다,고급
5,금전,0,명사,금전 거래,고급
5,급,2,명사,과장급,고급
5,급격하다,0,형용사,변화가 급격하다,고급
5,급상승,0,명사,물가 급상승,고급
5,급속도,0,명사,급속도로 번지다,고급
5,급식,0,명사,무료 급식,고급
5,급여,0,명사,급여를 지급하다,고급
5,기,1,명사,기가 죽다,고급
5,기,3,명사,제8기,고급
5,기,4,명사,기를 꽂다,고급
5,기관,0,명사,호흡 기관,고급
5,기구,2,명사,정부 기구,고급
5,기내,0,명사,기내 방송,고급
5,기대감,0,명사,기대감을 드러내다,고급
5,기름기,0,명사,기름기가 많다,고급
5,기름지다,0,형용사,음식이 기름지다,고급
5,기린,0,명사,동물,고급
5,기막히다,0,형용사,경치가 기막히다,고급
5,기말,0,명사,기말 결산,고급
5,기발하다,0,형용사,생각이 기발하다,고급
5,기부금,0,명사,기부금을 내다,고급
5,기상,1,명사,기상이 악화되다,고급
5,기상청,0,명사,기관,고급
5,기성세대,0,명사,기성세대를 따르다,고급
5,기세,0,명사,기세를 떨치다,고급
5,기압,0,명사,기압이 높다,고급
5,기와집,0,명사,기와집에 살다,고급
5,기원,1,명사,간절한 기원,고급
5,기원전,0,명사,기원전 1세기,고급
5,기원후,0,명사,기원후 1세기,고급
5,기일,2,명사,기일을 지키다,고급
5,기점,0,명사,기점을 떠나다,고급
5,기증,0,명사,장기 기증,고급
5,기체,1,명사,기체 연료,고급
5,기하다,0,동사,신중을 기하다,고급
5,기한,0,명사,기한을 넘기다,고급
5,기행문,0,명사,기행문을 쓰다,고급
5,기호,1,명사,발음 기호,고급
5,기호,2,명사,소비자 기호,고급
5,긴장감,0,명사,긴장감이 돌다,고급
5,김장,0,명사,김장을 담그다,고급
5,깃털,0,명사,깃털이 날리다,고급
5,까딱,0,부사,까딱 움직이다,고급
5,까치,0,명사,까치가 울다,고급
5,깜짝하다,1,동사,눈을 깜짝하다,고급
5,깡충깡충,0,부사,깡충깡충 뛰다,고급
5,꺼지다,2,동사,땅이 꺼지다,고급
5,꺾이다,0,동사,나뭇가지가 꺾이다,고급
5,껍데기,0,명사,달걀 껍데기,고급
5,꼬다,0,동사,다리를 꼬다,고급
5,꼬르륵,0,부사,꼬르륵 소리가 나다,고급
5,꼬마,0,명사,꼬마 손님,고급
5,꼬박,1,부사,밤을 꼬박 새다,고급
5,꼬박꼬박,0,부사,돈을 꼬박꼬박 내다,고급
5,꼭꼭,1,부사,꼭꼭 씹어 먹다,고급
5,꼴,1,명사,꼴도 보기 싫다,고급
5,꼴찌,0,명사,꼴찌가 되다,고급
5,꼼짝없이,0,부사,꼼짝없이 당하다,고급
5,꽁꽁,0,부사,꽁꽁 얼다,고급
5,꽃샘추위,0,명사,꽃샘추위가 물러가다,고급
5,꾸벅꾸벅,1,부사,꾸벅꾸벅 졸다,고급
5,꾸짖다,0,동사,잘못을 꾸짖다,고급
5,꿰매다,0,동사,옷을 꿰매다,고급
5,끄집어내다,0,동사,구석에서 끄집어내다,고급
5,끈기,0,명사,끈기가 덜하다,고급
5,끊이다,0,동사,손님이 끈이지 않다,고급
5,끌어내다,0,동사,밖으로 끌어내다,고급
5,끌어들이다,0,동사,안으로 끌어들이다,고급
5,끌어올리다,0,동사,수준을 끌어올리다,고급
5,끔찍하다,0,형용사,끔찍한 사건,고급
5,끝맺다,0,동사,일을 끝맺다,고급
5,끝장,0,명사,끝장에 이르다,고급
5,끼니,0,명사,끼니를 거르다,고급
5,나날이,0,부사,나날이 늘다,고급
5,나돌다,0,동사,밖으로 나돌다,고급
5,나들이,0,명사,나들이를 다녀오다,고급
5,나열,0,명사,순서대로 나열,고급
5,나침반,0,명사,나침반이 가리키다,고급
5,낙,0,명사,낙이 없다,고급
5,낙관,2,명사,낙관을 갖다,고급
5,낙관적01∙낙관적,2,관형사∙명사,낙관적 태도,고급
5,낙방,0,명사,시험 낙방,고급
5,낙서,0,명사,낙서를 지우다,고급
5,낙심,0,명사,낙심이 크다,고급
5,낙원,0,명사,지상 낙원,고급
5,낙제,0,명사,시험 낙제,고급
5,낙천적01∙낙천적,2,관형사∙명사,낙천적 기질,고급
5,낚다,0,동사,물고기를 낚다,고급
5,낚시터,0,명사,낚시터에서 낚시하다,고급
5,난,1,명사,광고를 싣는 난,고급
5,난간,0,명사,난간에 기대다,고급
5,난치병,0,명사,난치병을 고치다,고급
5,날로,1,부사,날로 번창하다,고급
5,날아들다,0,동사,새가 날아들다,고급
5,날아오르다,0,동사,새가 날아오르다,고급
5,남극,0,명사,북극과 남극,고급
5,남녀노소,0,명사,,고급
5,남다르다,0,형용사,재능이 남다르다,고급
5,남몰래,0,부사,남몰래 돕다,고급
5,남색,0,명사,색,고급
5,남아,0,명사,남아 선호,고급
5,남짓,0,의존명사,열 명 남짓,고급
5,남한,1,명사,남한과 북한,고급
5,남향,0,명사,남향으로 짓다,고급
5,납부,0,명사,세금 납부,고급
5,납작하다,0,형용사,코가 납작하다,고급
5,납치,0,명사,납치를 당하다,고급
5,낭독,0,명사,시 낭독,고급
5,낭만,0,명사,낭만을 느끼다,고급
5,낭만적01∙낭만적,2,관형사∙명사,낭만적 분위기,고급
5,낯,0,명사,낯이 익다,고급
5,낯익다,0,형용사,얼굴이 낯익다,고급
5,낱말,0,명사,낱말 풀이,고급
5,내기,0,명사,내기에 이기다,고급
5,내딛다,0,동사,걸음을 내딛다,고급
5,내리치다,0,동사,뒤통수를 내리치다,고급
5,내면,0,명사,인간의 내면,고급
5,내뱉다,0,동사,한숨을 내뱉다,고급
5,내보이다,2,동사,신분증을 내보이다,고급
5,내복,0,명사,겨울 내복,고급
5,내비게이션,0,명사,내비게이션을 이용하다,고급
5,내비치다,0,동사,햇살이 내비치다,고급
5,내쉬다,0,동사,한숨을 내쉬다,고급
5,내역,0,명사,지출 내역,고급
5,내오다,0,동사,물건을 내오다,고급
5,내용물,0,명사,내용물을 확인하다,고급
5,내지르다,0,동사,소리를 내지르다,고급
5,냉기,0,명사,냉기를 느끼다,고급
5,냉대,2,명사,냉대 기후,고급
5,너무하다,1,동사,정말 너무하다,고급
5,너무하다,2,형용사,정말 너무하다,고급
5,너비,0,명사,너비를 재다,고급
5,넉,0,관형사,넉 달,고급
5,널뛰기,0,명사,널뛰기를 하다,고급
5,네모나다,0,형용사,얼굴이 네모나다,고급
5,네트워크,0,명사,네트워크를 연결하다,고급
5,년생,0,의존명사,팔십년생,고급
5,노년,0,명사,노년에 접어들다,고급
5,노동력,0,명사,노동력이 부족하다,고급
5,노숙자,0,명사,노숙자 생활,고급
5,노예,0,명사,노예 제도,고급
5,노을,0,명사,노을이 지다,고급
5,노처녀,0,명사,노처녀 히스테리,고급
5,노총각,0,명사,노총각 아저씨,고급
5,노출,0,명사,정보 노출,고급
5,노화,0,명사,노화를 방지하다,고급
5,노후,2,명사,노후를 대비하다,고급
5,논,0,명사,논을 갈다,고급
5,논문,0,명사,논문을 쓰다,고급
5,논밭,0,명사,논밭에 심다,고급
5,논술,0,명사,논술 시험,고급
5,놈,1,의존명사,미운 놈,고급
5,놈,2,명사,미운 놈,고급
5,농가,0,명사,축산 농가,고급
5,농경,0,명사,농경 생활,고급
5,농도,0,명사,농도가 짙다,고급
5,농수산물,0,명사,농수산물을 판매하다,고급
5,농악,0,명사,농약을 울리다,고급
5,농작물,0,명사,농작물을 수확하다,고급
5,농장,0,명사,사과 농장,고급
5,농축산물,0,명사,농축산물 시장,고급
5,놓아주다,0,동사,물고기를 놓아주다,고급
5,누다,0,동사,오줌을 누다,고급
5,누렇다,0,형용사,이가 누렇다,고급
5,누리다,1,동사,행복을 누리다,고급
5,누전,0,명사,누전 사고,고급
5,눈높이,0,명사,눈높이까지 닿다,고급
5,눈발,0,명사,눈발이 날리다,고급
5,눈사태,0,명사,눈사태가 나다,고급
5,눈살,1,명사,눈살을 찌푸리다,고급
5,눈짓,0,명사,눈짓을 보내다,고급
5,눈치채다,0,동사,실수를 눈치채다,고급
5,눌리다,1,동사,짐에 눌리다,고급
5,뉘우치다,0,동사,잘못을 뉘우치다,고급
5,늑대,0,명사,동물,고급
5,늘어지다,0,동사,피부가 늘어지다,고급
5,능동적01∙능동적,2,관형사∙명사,능동적 참여,고급
5,능률,0,명사,능률이 오르다,고급
5,능숙하다,0,형용사,솜씨가 능숙하다,고급
5,다-,1,접사,다방면,고급
5,다급하다,0,형용사,상황이 다급하다,고급
5,다다르다,0,동사,정상에 다다르다,고급
5,다다익선,0,명사,,고급
5,다름없이,0,부사,평소와 다름없이,고급
5,다발,1,명사,장미 꽃 한 다발,고급
5,다방면,0,명사,다방면에서 활약하다,고급
5,다스리다,0,동사,나라를 다스리다,고급
5,다시다,0,동사,입맛을 다시다,고급
5,다양성,0,명사,다양성을 띠다,고급
5,다양화,0,명사,다양화를 추구하다,고급
5,다이빙,0,명사,다이빙 선수,고급
5,다이아몬드,0,명사,보석,고급
5,다큐멘터리,0,명사,다큐멘터리를 제작하다,고급
5,닥치다,1,동사,불행이 닥치다,고급
5,단,5,부사,,고급
5,단군,0,명사,단군 신화,고급
5,단기간,0,명사,단기간과 장기간,고급
5,단락,0,명사,단락을 짓다,고급
5,단말기,0,명사,단말기를 구입하다,고급
5,단백질,0,명사,단백질이 부족하다,고급
5,단일,0,명사,단일 국가,고급
5,단절,0,명사,대화 단절,고급
5,단정,0,명사,단정을 짓다,고급
5,단조롭다,0,형용사,생활이 단조롭다,고급
5,단축,0,명사,단축 수업,고급
5,단합,0,명사,국민 단합,고급
5,달다,3,동사,무게를 달다,고급
5,달리하다,0,동사,생각을 달리하다,고급
5,당구,0,명사,당구를 치다,고급
5,당국,2,명사,정부 당국,고급
5,당뇨병,0,명사,당뇨병에 걸리다,고급
5,당면,2,명사,당면 과제,고급
5,당부,0,명사,당부 말씀,고급
5,당선,0,명사,정치인 당선,고급
5,대,4,명사,대와 소,고급
5,대,6,명사,대를 잇다,고급
5,대,7,의존명사,대를 잇다,고급
5,대가족,0,명사,대가족을 이루다,고급
5,대견하다,0,형용사,자식이 대견하다,고급
5,대결,0,명사,대결을 벌이다,고급
5,대꾸,0,명사,대꾸를 피하다,고급
5,대나무,0,명사,대나무 숲,고급
5,대담,2,명사,대담을 나누다,고급
5,대대로,0,부사,자손 대대로,고급
5,대등,0,명사,대등 관계,고급
5,대략적01∙대략적,2,관형사∙명사,대략적으로 설명하다,고급
5,대륙,1,명사,아프리카 대륙,고급
5,대리점,0,명사,휴대폰 대리점,고급
5,대머리,0,명사,대머리 아저씨,고급
5,대명사,0,명사,명사와 대명사,고급
5,대보름,0,명사,정월 대보름,고급
5,대본,0,명사,드라마 대본,고급
5,대상,0,명사,대상을 받다,고급
5,대안,0,명사,대안을 세우다,고급
5,대여,0,명사,도서 대여,고급
5,대우,0,명사,차별 대우,고급
5,대인,2,명사,대인 관계,고급
5,대입,1,명사,대입 시험,고급
5,대장,1,명사,대장 노릇,고급
5,대조적01∙대조적,2,관형사∙명사,대조적 관점,고급
5,대졸,0,줄어든말,대졸 학력,고급
5,대중적01∙대중적,2,관형사∙명사,대중적 지지,고급
5,대중화,0,명사,문화의 대중화,고급
5,대체,0,명사,대체 왜 그래?,고급
5,대체,1,부사,대체 왜 그래?,고급
5,대추,0,명사,대추를 먹다,고급
5,대피,0,명사,대피 시설,고급
5,대형차,0,명사,대형차 수리,고급
5,댓글,0,명사,댓글을 달다,고급
5,더듬거리다,0,동사,말을 더듬거리다,고급
5,더없이,0,부사,더없이 만족하다,고급
5,덜하다,0,형용사,고생이 덜하다,고급
5,덧나다,0,동사,상처가 덧나다,고급
5,데모,0,명사,데모가 일어나다,고급
5,도,4,명사,도를 깨우치다,고급
5,도깨비,0,명사,도깨비 이야기,고급
5,도끼,0,명사,도끼로 찍다,고급
5,도달,0,명사,목표 도달,고급
5,도둑맞다,0,동사,물건을 도둑맞다,고급
5,도매,2,명사,도매로 팔다,고급
5,도박,0,명사,도박에 빠지다,고급
5,도보,0,명사,도보 여행,고급
5,도시화,0,명사,도시화가 이루어지다,고급
5,도우미,0,명사,가사 도우미,고급
5,도표,0,명사,도표를 그리다,고급
5,도피,0,명사,도피 생활,고급
5,독립적01∙ 독립적,2,관형사∙명사,독립적 존재,고급
5,독방,0,명사,독방을 쓰다,고급
5,독신,0,명사,독신 여성,고급
5,독창적01∙ 독창적,2,관형사∙명사,독창적 사고,고급
5,돋보이다,0,동사,실력이 돋보이다,고급
5,돋우다,0,동사,화를 돋우다,고급
5,돌이키다,0,동사,발걸음을 돌이키다,고급
5,동,4,의존명사,두 동짜리 아파트,고급
5,동감,0,명사,전적인 동감,고급
5,동거,0,명사,동거 생활,고급
5,동굴,0,명사,동굴로 들어가다,고급
5,동동,2,부사,발을 동동 구르다,고급
5,동문,1,명사,중학교 동문,고급
5,동반,0,명사,부부 동반,고급
5,동사,2,명사,동사와 형용사,고급
5,동상,2,명사,동상을 세우다,고급
5,동서양,0,명사,동서양 교류,고급
5,동식물,0,명사,희귀 동식물,고급
5,동원,0,명사,자금 동원,고급
5,동지,2,명사,동지를 만나다,고급
5,동행,0,명사,동행을 청하다,고급
5,동향,2,명사,동향 건물,고급
5,동화,1,명사,동화 작용,고급
5,되돌아보다,0,동사,뒤를 되돌아보다,고급
5,되묻다,0,동사,몇 번이고 되묻다,고급
5,두근거리다,0,동사,가슴이 두근거리다,고급
5,두꺼비,0,명사,동물,고급
5,두들기다,0,동사,망치를 두들기다,고급
5,두텁다,0,형용사,친분이 두텁다,고급
5,둔하다,0,형용사,머리가 둔하다,고급
5,뒤덮다,0,동사,눈이 산을 뒤덮다,고급
5,뒤엎다,0,동사,카드를 뒤엎다,고급
5,뒤집어쓰다,0,동사,모자를 뒤집어쓰다,고급
5,뒤집히다,0,동사,옷이 뒤집히다,고급
5,뒤처지다,0,동사,실력이 뒤처지다,고급
5,뒤척이다,0,동사,몸을 뒤척이다,고급
5,뒤풀이,0,명사,뒤풀이 장소,고급
5,뒤흔들다,0,동사,바람이 뒤흔들다,고급
5,뒷걸음,0,명사,뒷걸음을 치다,고급
5,뒷받침,0,명사,부모의 뒷받침,고급
5,들,1,명사,들에 나가다,고급
5,들락거리다,0,동사,화장실을 들락거리다,고급
5,들어앉다,0,동사,방 안에 들어앉다,고급
5,들여오다,0,동사,물건을 들여오다,고급
5,들이대다,2,동사,총을 들이대다,고급
5,들이밀다,0,동사,얼굴을 들이밀다,고급
5,들통,0,명사,들통이 나다,고급
5,들판,0,명사,넓은 들판,고급
5,듬뿍,0,부사,듬뿍 담다,고급
5,등교,0,명사,등교 시간,고급
5,등반,0,명사,설악산 등반,고급
5,등장인물,0,명사,등장인물 소개,고급
5,디디다,0,동사,잘못 디디다,고급
5,따갑다,0,형용사,따가운 햇볕,고급
5,따돌림,0,명사,따돌림을 당하다,고급
5,따라잡다,0,동사,앞 사람을 따라잡다,고급
5,따위,0,의존명사,"사과, 배, 복숭아 따위의 과일",고급
5,딱,2,부사,딱 그치다,고급
5,딸리다,1,동사,마당이 딸린 집,고급
5,때다,0,동사,방에 불을 때다,고급
5,때우다,0,동사,구멍을 때우다,고급
5,떠내려가다,0,동사,물 위에 떠내려가다,고급
5,떠돌다,0,동사,여기저기 떠돌다,고급
5,떠들썩하다,1,동사,동네가 떠들썩하다,고급
5,떠들썩하다,2,형용사,동네가 떠들썩하다,고급
5,떠맡다,0,동사,일을 떠맡다,고급
5,떡,2,부사,떡 벌어진 어깨,고급
5,떫다,0,형용사,감이 떫다,고급
5,떳떳하다,0,형용사,행동이 떳떳하다,고급
5,또래,0,명사,또래 친구,고급
5,또렷하다,0,형용사,기억이 또렷하다,고급
5,똑,0,부사,똑 닮다,고급
5,똑똑,0,부사,똑똑 두드리다,고급
5,뚜렷이,0,부사,뚜렷이 구별되다,고급
5,뚝,2,부사,울음을 뚝 그치다,고급
5,뚝뚝,1,부사,뚝뚝 떨어지다,고급
5,뛰어오다,0,동사,학교로 뛰어오다,고급
5,뛰쳐나가다,0,동사,밖으로 뛰쳐나가다,고급
5,뛰쳐나오다,0,동사,복도로 뛰쳐나오다,고급
5,뜨다,3,동사,자리에서 뜨다,고급
5,뜯어보다,0,동사,포장을 뜯어보다,고급
5,뜸하다,0,형용사,소식이 뜸하다,고급
5,띄우다,2,동사,물에 띄우다,고급
5,라일락,0,명사,라일락 향기,고급
5,라켓,0,명사,테니스 라켓,고급
5,란,0,명사,독자란,고급
5,레슬링,0,명사,레슬링 경기,고급
5,레저,0,명사,레저 스포츠,고급
5,리더십,0,명사,리더십을 발휘하다,고급
5,리포터,0,명사,리포터로 활동하다,고급
5,마감,0,명사,마감 뉴스,고급
5,마비,0,명사,심장 마비,고급
5,마일리지,0,명사,마일리지 적립,고급
5,마저,0,부사,마저 먹다,고급
5,마케팅,0,명사,마케팅 전략,고급
5,막,3,명사,막을 열다,고급
5,막,4,의존명사,막을 열다,고급
5,막막하다,2,형용사,앞길이 막막하다,고급
5,만병,0,명사,만병의 원인,고급
5,만족도,0,명사,고객 만족도,고급
5,맏이,0,명사,맏이로 태어나다,고급
5,말끝,0,명사,말끝을 맺다,고급
5,말재주,0,명사,말재주가 있다,고급
5,맞대다,0,동사,얼굴을 맞대다,고급
5,맞들다,0,동사,짐을 맞들다,고급
5,맞히다,2,동사,비를 맞히다,고급
5,매,3,관형사,매 순간,고급
5,매끄럽다,0,형용사,피부가 매끄럽다,고급
5,매다,2,동사,김을 매다,고급
5,매력적01∙ 매력적,2,관형사∙명사,매력적 인상,고급
5,매매,0,명사,부동산 매매,고급
5,매사,1,명사,매사 성실하다,고급
5,매사,2,부사,매사 성실하다,고급
5,매섭다,0,형용사,눈초리가 매섭다,고급
5,매연,0,명사,매연을 배출하다,고급
5,매입,0,명사,부동산 매입,고급
5,매출,0,명사,매출이 늘다,고급
5,매콤하다,0,형용사,맛이 매콤하다,고급
5,맨손,0,명사,맨손으로 만지다,고급
5,맹세,0,명사,맹세를 지키다,고급
5,머리기사,0,명사,머리기사로 다루다,고급
5,머지않다,0,형용사,승리가 머지 않다,고급
5,먹음직스럽다,0,형용사,음식이 먹음직스럽다,고급
5,멍청하다,0,형용사,행동이 멍청하다,고급
5,멍하니,0,부사,멍하니 바라보다,고급
5,멍하다,0,형용사,정신이 멍하다,고급
5,메다,0,동사,목이 메다,고급
5,메마르다,0,형용사,메마른 땅,고급
5,멜로,0,명사,멜로 영화,고급
5,면,3,명사,면 티셔츠,고급
5,면,4,명사,면 음식,고급
5,면도기,0,명사,면도기로 수염을 깎다,고급
5,면세점,0,명사,공항 면세점,고급
5,면접시험,0,명사,면접시험을 보다,고급
5,면제,0,명사,병역 면제,고급
5,멸망,0,명사,지구 멸망,고급
5,멸종,0,명사,공룡의 멸종,고급
5,명랑,0,명사,명랑 소설,고급
5,명백히,0,부사,명백히 밝히다,고급
5,명사,2,명사,명사와 동사,고급
5,명상,0,명사,명상에 잠기다,고급
5,명성,0,명사,명성을 떨치다,고급
5,명소,0,명사,관광 명소,고급
5,명심,0,명사,명심을 하다,고급
5,명품,0,명사,명품 가방,고급
5,명확히,0,부사,명확히 밝히다,고급
5,모국어,0,명사,모국어 화자,고급
5,모금,1,의존명사,물 한 모금,고급
5,모발,0,명사,모발 이식,고급
5,모방,0,명사,모방 범죄,고급
5,모범생,0,명사,모범생으로 인정받다,고급
5,모음,0,명사,자음과 모음,고급
5,모조리,0,부사,모조리 사라지다,고급
5,모친,0,명사,부친과 모친,고급
5,모형,0,명사,건물 모형,고급
5,목격,0,명사,사고 목격,고급
5,목격자,0,명사,사고 목격자,고급
5,목돈,0,명사,목돈을 마련하다,고급
5,목장,0,명사,목장의 소,고급
5,목재,0,명사,목재 선반,고급
5,목적어,0,명사,주어와 목적어,고급
5,몰두하다,0,동사,연구에 몰두하다,고급
5,몰아붙이다,0,동사,구석으로 몰아붙이다,고급
5,몰이,0,명사,소떼 몰이,고급
5,묘,0,명사,묘를 벌초하다,고급
5,무,3,명사,유무/일 승 이무,고급
5,무,4,의존명사,유무/일 승 이무,고급
5,무난하다,0,형용사,무난한 승리,고급
5,무너뜨리다,0,동사,성벽을 무너뜨리다,고급
5,무뚝뚝하다,0,형용사,무뚝뚝한 표정,고급
5,무분별,0,명사,무분별한 처방,고급
5,무상,2,명사,무상 급식,고급
5,무선,0,명사,무선 인터넷,고급
5,무소식,0,명사,무소식이 희소식,고급
5,무술,0,명사,무술 훈련,고급
5,무시무시하다,0,형용사,무시무시한 괴물,고급
5,무식,0,명사,무식이 드러나다,고급
5,무심코,0,부사,무심코 지나치다,고급
5,무응답,0,명사,무응답 비율,고급
5,무인,0,명사,무인 판매,고급
5,무인도,0,명사,무인도에서 탈출하다,고급
5,무효,0,명사,무효 처리,고급
5,묵다,1,동사,묵은 때,고급
5,문구,1,명사,광고 문구,고급
5,문단,1,명사,문단을 나누다,고급
5,문어,2,명사,문어와 구어,고급
5,문항,0,명사,평가 문항,고급
5,문형,0,명사,기본 문형,고급
5,문화생활,0,명사,문화생활을 즐기다,고급
5,문화유산,0,명사,전통 문화유산,고급
5,물량,0,명사,물량을 확보하다,고급
5,물려받다,0,동사,유산을 물려받다,고급
5,물려주다,0,동사,재산을 물려주다,고급
5,물리,0,명사,물리를 전공하다,고급
5,물리치다,0,동사,적군을 물리치다,고급
5,물방울,0,명사,물방울이 맺히다,고급
5,물품,0,명사,중고 물품,고급
5,뭉클하다,0,형용사,가슴이 뭉클하다,고급
5,미,1,명사,여백의 미,고급
5,미녀,0,명사,절세 미녀,고급
5,미모,0,명사,미모가 뛰어나다,고급
5,미생물,0,명사,미생물이 번식하다,고급
5,미아,0,명사,미아를 찾다,고급
5,미역,2,명사,미역 반찬,고급
5,미용,0,명사,피부 미용,고급
5,미적01∙ 미적,2,관형사∙명사,미적 감각,고급
5,민감하다,0,형용사,피부가 민감하다,고급
5,민박,0,명사,민박 시설,고급
5,민속,0,명사,민속 음악,고급
5,민요,0,명사,민요를 부르다,고급
5,믿음직스럽다,0,형용사,믿음직스러운 사람,고급
5,밀려오다,0,동사,파도가 밀려오다,고급
5,바깥일,0,명사,바깥일로 바쁘다,고급
5,바라다보다,0,동사,서로를 바라다보다,고급
5,바이러스,0,명사,바이러스에 감염되다,고급
5,바자회,0,명사,바자회를 열다,고급
5,박람회,0,명사,박람회가 열리다,고급
5,반듯하다,0,형용사,모양이 반듯하다,고급
5,반박,0,명사,반박의 글,고급
5,반반,0,명사,반반으로 나누다,고급
5,반쪽,0,명사,반쪽으로 나누다,고급
5,반하다,2,동사,규칙에 반하다,고급
5,반항,0,명사,사회에 대한 반항,고급
5,반환점,0,명사,반환점을 돌다,고급
5,받치다,0,동사,쟁반에 받치다,고급
5,발라드,0,명사,발라드를 듣다,고급
5,발명가,0,명사,발명가가 되다,고급
5,발명품,0,명사,발명품을 연구하다,고급
5,발신자,0,명사,발신자 번호,고급
5,발언,0,명사,발언을 듣다,고급
5,발전,2,명사,수력 발전,고급
5,발전소,0,명사,수력 발전소,고급
5,발짝,0,의존명사,한 발짝,고급
5,발표자,0,명사,발표자를 정하다,고급
5,발효,1,명사,법령 발효,고급
5,발효,2,명사,발효 식품,고급
5,발휘,0,명사,실력 발휘,고급
5,밤낮없이,0,부사,밤낮없이 일하다,고급
5,방망이,0,명사,방망이를 휘두르다,고급
5,방송인,0,명사,직업,고급
5,방수,0,명사,방수 기능,고급
5,방영,0,명사,드라마 방영,고급
5,방울,2,명사,방울을 매달다,고급
5,방음,0,명사,방음 장치,고급
5,방청객,0,명사,토론 방청객,고급
5,방황,0,명사,사춘기 방황,고급
5,밭,0,명사,논과 밭,고급
5,배기가스,0,명사,자동차 배기가스,고급
5,배열,0,명사,치아 배열,고급
5,배출,0,명사,가스 배출,고급
5,백과사전,0,명사,백과사전을 참고하다,고급
5,백성,0,명사,백성을 다스리다,고급
5,백제,0,명사,나라,고급
5,버럭,0,부사,버럭 화를 내다,고급
5,버릇없다,0,형용사,버릇없는 행동,고급
5,벅차다,0,형용사,생활이 벅차다,고급
5,번번이,0,부사,번번이 실수하다,고급
5,번지다,0,동사,잉크가 번지다,고급
