grade,headword,homograph,pos,origin
1,편지,2,명사,한자어
1,편하다,0,형용사,혼종어
1,편히,0,부사,혼종어
1,펼쳐지다,0,동사,고유어
1,펼치다,0,동사,고유어
1,평범하다,0,형용사,혼종어
1,평상시,0,명사,한자어
1,평생,0,명사,한자어
1,평소,0,명사,한자어
1,평일,0,명사,한자어
1,평화,1,명사,한자어
1,평화롭다,0,형용사,혼종어
1,폐,2,명사,한자어
1,포근하다,0,형용사,고유어
1,포기,1,명사,고유어
1,포기,2,명사,한자어
1,포기하다,1,동사,혼종어
1,포도,6,명사,한자어
1,포장,1,명사,한자어
1,포장지,0,명사,한자어
1,포장하다,1,동사,혼종어
1,포크,1,명사,외래어
1,포함하다,2,동사,혼종어
1,폭발,2,명사,한자어
1,폭발하다,2,동사,혼종어
1,폭신폭신하다,0,형용사,고유어
1,폭죽,0,명사,한자어
1,폭탄,0,명사,한자어
1,폭풍,1,명사,한자어
1,폰,2,명사,외래어
1,퐁당퐁당,0,부사,고유어
1,표,2,명사,한자어
1,표,4,명사,한자어
1,표,5,명사,한자어
1,표범,0,명사,혼종어
1,표시,1,명사,한자어
1,표시,2,명사,한자어
1,표시하다,1,동사,혼종어
1,표시하다,2,동사,혼종어
1,표정,2,명사,한자어
1,표지,1,명사,한자어
1,표지판,0,명사,한자어
1,표현,0,명사,한자어
1,표현하다,0,동사,혼종어
1,푸다,0,동사,고유어
1,푸르다,0,형용사,고유어
1,푸른색,0,명사,혼종어
1,푸짐하다,0,형용사,고유어
1,푹,1,부사,고유어
1,푹신하다,0,형용사,고유어
1,푹푹,1,부사,고유어
1,풀,1,명사,고유어
1,풀,2,명사,고유어
1,풀다,0,동사,고유어
1,풀려나다,0,동사,고유어
1,풀리다,0,동사,고유어
1,풀밭,0,명사,고유어
1,풀어지다,0,동사,고유어
1,풀이,0,명사,고유어
1,품다,1,동사,고유어
1,풍경,1,명사,한자어
1,풍선,2,명사,한자어
1,풍성하다,0,형용사,혼종어
1,프로그램,0,명사,외래어
1,프린트,0,명사,외래어
1,플라스틱,0,명사,외래어
1,피,2,명사,고유어
1,피곤,0,명사,한자어
1,피곤하다,0,형용사,혼종어
1,피나다,0,동사,고유어
1,피다,1,동사,고유어
1,피리,1,명사,고유어
1,피부,2,명사,한자어
1,피부병,0,명사,한자어
1,피아노,1,명사,외래어
1,피어나다,0,동사,고유어
1,피우다,0,동사,고유어
1,피자,0,명사,외래어
1,피하다,0,동사,혼종어
1,피해,1,명사,한자어
1,핀,0,명사,외래어
1,필수,2,명사,한자어
1,필요,0,명사,한자어
1,필요하다,0,형용사,혼종어
1,필통,0,명사,한자어
1,핏줄,0,명사,고유어
1,핑,1,부사,고유어
1,핑계,0,명사,고유어
1,핑크,0,명사,외래어
1,핑크색,0,명사,혼종어
1,하,3,감탄사,고유어
1,하나,0,수사/명사,고유어
1,하나님,0,명사,고유어
1,하나하나,0,명사/부사,고유어
1,하느님,0,명사,고유어
1,하늘,1,명사,고유어
1,하늘나라,0,명사,고유어
1,하늘색,0,명사,혼종어
1,하다,1,동사/보조동사/보조형용사,고유어
1,하도,1,부사,고유어
1,하루,1,명사,고유어
1,하루빨리,0,부사,고유어
1,하루하루,0,명사/부사,고유어
1,하룻밤,0,명사,고유어
1,하마,3,명사,한자어
1,하수구,0,명사,한자어
1,하얀색,0,명사,혼종어
1,하얗다,0,형용사,고유어
1,하여튼,0,부사,혼종어
1,하인,1,명사,한자어
1,하지만,0,부사,고유어
1,하트,4,명사,외래어
1,하품,1,명사,고유어
1,하하,1,부사,고유어
1,학교,0,명사,한자어
1,학년,0,명사,한자어
1,학생,0,명사,한자어
1,학습,0,명사,한자어
1,학습지,0,명사,한자어
1,학습하다,0,동사,혼종어
1,학원,2,명사,한자어
1,한,1,관형사,고유어
1,한,5,명사,한자어
1,한가운데,0,명사,고유어
1,한가하다,2,형용사,혼종어
1,한걸음,0,명사,고유어
1,한겨울,0,명사,고유어
1,한곳,0,명사,고유어
1,한구석,0,명사,고유어
1,한국,5,명사,한자어
1,한국말,0,명사,혼종어
1,한국어,0,명사,한자어
1,한국인,0,명사,한자어
1,한글,1,명사,고유어
1,한꺼번에,0,부사,고유어
1,한눈,1,명사,고유어
1,한동안,0,명사,고유어
1,한두,0,관형사,고유어
1,한때,0,명사/부사,고유어
1,한마디,0,명사,고유어
1,한바탕,0,명사/부사,고유어
1,한밤중,0,명사,혼종어
1,한번,0,명사/부사,혼종어
1,한복,0,명사,한자어
1,한복판,0,명사,고유어
1,한순간,0,명사,혼종어
1,한숨,1,명사,고유어
1,한숨,2,명사,고유어
1,한약,0,명사,한자어
1,한여름,0,명사,고유어
1,한우,3,명사,한자어
1,한입,0,명사,고유어
1,한자,2,명사,한자어
1,한자리,0,명사,고유어
1,한쪽,0,명사,고유어
1,한참,0,명사/부사,고유어
1,한판,0,명사,고유어
1,한편,0,명사/부사,혼종어
1,할머니,0,명사,고유어
1,할아버지,0,명사,고유어
1,할인,1,명사,한자어
1,할퀴다,0,동사,고유어
1,핥다,0,동사,고유어
1,함께,0,부사,고유어
1,함부로,0,부사,고유어
1,합격,0,명사,한자어
1,합격하다,0,동사,혼종어
1,합창,1,명사,한자어
1,합창단,0,명사,한자어
1,합치다,0,동사,혼종어
1,합하다,0,동사,혼종어
1,항복하다,0,동사,혼종어
1,항상,0,부사,한자어
1,항아리,0,명사,혼종어
1,해,1,명사/의존명사,고유어
1,해,5,부사,고유어
1,해결,0,명사,한자어
1,해결되다,0,동사,혼종어
1,해결책,0,명사,한자어
1,해결하다,0,동사,혼종어
1,해골,0,명사,한자어
1,해내다,0,동사,고유어
1,해님,0,명사,고유어
1,해마다,0,부사,고유어
1,해바라기,2,명사,고유어
1,해변,0,명사,한자어
1,해설,3,명사,한자어
1,해수욕장,0,명사,한자어
1,해외여행,0,명사,한자어
1,해적,2,명사,한자어
1,해치다,0,동사,혼종어
1,해치우다,0,동사,고유어
1,핸드백,0,명사,외래어
1,핸드폰,0,명사,외래어
1,핸들,0,명사,외래어
1,햄,2,명사,외래어
1,햄버거,0,명사,외래어
1,햇볕,0,명사,고유어
1,햇빛,0,명사,고유어
1,햇살,0,명사,고유어
1,행동,0,명사,한자어
1,행동하다,0,동사,혼종어
1,행복,2,명사,한자어
1,행복하다,0,형용사,혼종어
1,행사,1,명사,한자어
1,행운,2,명사,한자어
1,행주,1,명사,고유어
1,향,3,명사,한자어
1,향기,1,명사,한자어
1,향하다,0,동사,혼종어
1,허,2,감탄사,고유어
1,허겁지겁,0,부사,고유어
1,허락,0,명사,한자어
1,허락하다,0,동사,혼종어
1,허리,1,명사,고유어
1,허리띠,0,명사,고유어
1,허물다,2,동사,고유어
1,허물어지다,0,동사,고유어
1,허벅지,0,명사,고유어
1,허수아비,0,명사,고유어
1,허옇다,0,형용사,고유어
1,허전하다,1,형용사,고유어
1,허허,1,부사,고유어
1,헌,0,관형사,고유어
1,헐다,1,동사,고유어
1,험하다,0,형용사,혼종어
1,헝겊,0,명사,고유어
1,헤매다,0,동사,고유어
1,헤어지다,0,동사,고유어
1,헤엄치다,0,동사,고유어
1,헤치다,0,동사,고유어
1,헬리콥터,0,명사,외래어
1,헷갈리다,0,동사,고유어
1,헹구다,0,동사,고유어
1,혀,1,명사,고유어
1,현관,1,명사,한자어
1,현관문,0,명사,한자어
1,현재,2,명사/부사,한자어
1,혓바닥,0,명사,고유어
1,형,1,명사/의존명사,한자어
1,형님,0,명사,혼종어
1,형식,1,명사,한자어
1,형제,1,명사,한자어
1,호,1,부사,고유어
1,호기심,0,명사,한자어
1,호랑이,0,명사,혼종어
1,호박,1,명사,고유어
1,호수,7,명사,한자어
1,호스,0,명사,외래어
1,호텔,0,명사,외래어
1,호호,2,부사,고유어
1,혹,1,명사,고유어
1,혹시,1,부사,한자어
1,혹시나,0,부사,혼종어
1,혹은,0,부사,혼종어
1,혼,2,명사,한자어
1,혼나다,0,동사,혼종어
1,혼내다,0,동사,혼종어
1,혼자,1,명사/부사,고유어
1,혼잣말,0,명사,고유어
1,홀로,0,부사,고유어
1,홍수,1,명사,한자어
1,화,5,명사,한자어
1,화,6,명사,한자어
1,화가,3,명사,한자어
1,화나다,0,동사,혼종어
1,화내다,0,동사,혼종어
1,화려하다,0,형용사,혼종어
1,화면,5,명사,한자어
1,화목하다,0,형용사,혼종어
1,화분,1,명사,한자어
1,화산,1,명사,한자어
1,화살,0,명사,고유어
1,화살표,0,명사,혼종어
1,화상,3,명사,한자어
1,화석,1,명사,한자어
1,화요일,0,명사,한자어
1,화장,2,명사,한자어
1,화장실,0,명사,한자어
1,화장지,1,명사,한자어
1,화장품,0,명사,한자어
1,화재,1,명사,한자어
1,화해,2,명사,한자어
1,화해하다,1,동사,혼종어
1,확,2,부사,고유어
1,확실하다,0,형용사,혼종어
1,확실히,0,부사,혼종어
1,확인,2,명사,한자어
1,확인되다,0,동사,혼종어
1,확인하다,0,동사,혼종어
1,환기,2,명사,한자어
1,환영,2,명사,한자어
1,환영하다,0,동사,혼종어
1,환자,3,명사,한자어
1,환하다,1,형용사,고유어
1,활,1,명사,고유어
1,활기,0,명사,한자어
1,활기차다,0,형용사,혼종어
1,활동,2,명사,한자어
1,활동하다,1,동사,혼종어
1,활발하다,0,형용사,혼종어
1,활발히,0,부사,혼종어
1,활짝,0,부사,고유어
1,활활,0,부사,고유어
1,황당하다,0,형용사,혼종어
1,황소,1,명사,고유어
1,회,4,의존명사,한자어
1,회,9,명사,한자어
1,회복,0,명사,한자어
1,회복되다,0,동사,혼종어
1,회복하다,0,동사,혼종어
1,회사,4,명사,한자어
1,회사원,0,명사,한자어
1,회색,1,명사,한자어
1,회전,4,명사,한자어
1,횟수,0,명사,한자어
1,횡단보도,0,명사,한자어
1,효도,0,명사,한자어
1,효도하다,0,동사,혼종어
1,효자,1,명사/대명사,한자어
1,후,1,부사,고유어
1,후,2,감탄사,고유어
1,후,8,명사,한자어
1,후다닥,0,부사,고유어
1,후딱,0,부사,고유어
1,후련하다,0,형용사,고유어
1,후추,0,명사,고유어
1,후회,1,명사,한자어
1,후회하다,0,동사,혼종어
1,후후,1,부사,고유어
1,훈련,0,명사,한자어
1,훈련하다,0,동사,혼종어
1,훌륭하다,0,형용사,고유어
1,훌쩍,0,부사,고유어
1,훌쩍훌쩍,0,부사,고유어
1,훔치다,2,동사,고유어
1,훤하다,0,형용사,고유어
1,훨씬,0,부사,고유어
1,휘날리다,0,동사,고유어
1,휘다,0,동사,고유어
1,휘두르다,1,동사,고유어
1,휘말리다,0,동사,고유어
1,휘젓다,0,동사,고유어
1,휙,0,부사,고유어
1,휙휙,0,부사,고유어
1,휠체어,0,명사,외래어
1,휩싸이다,0,동사,고유어
1,휴가,1,명사,한자어
1,휴게소,0,명사,한자어
1,휴대폰,0,명사,혼종어
1,휴식,2,명사,한자어
1,휴식하다,2,동사,혼종어
1,휴일,0,명사,한자어
1,휴지,2,명사,한자어
1,휴지통,0,명사,한자어
1,흉,1,명사,고유어
1,흉내,0,명사,고유어
1,흉터,0,명사,고유어
1,흐르다,1,동사,고유어
1,흐리다,2,형용사,고유어
1,흐트러지다,0,동사,고유어
1,흑인,0,명사,한자어
1,흔들거리다,0,동사,고유어
1,흔들다,0,동사,고유어
1,흔들리다,0,동사,고유어
1,흔적,0,명사,한자어
1,흔하다,0,형용사,고유어
1,흔히,0,부사,고유어
1,흘러가다,0,동사,고유어
1,흘러나오다,0,동사,고유어
1,흘러내리다,0,동사,고유어
1,흘리다,0,동사,고유어
1,흙,1,명사,고유어
1,흙탕물,0,명사,혼종어
1,흥,3,감탄사,고유어
1,흥,4,명사,한자어
1,흥겹다,0,형용사,혼종어
1,흥미롭다,0,형용사,혼종어
1,흥분,0,명사,한자어
1,흥분하다,0,동사,혼종어
1,흩어지다,0,동사,고유어
1,희다,0,형용사,고유어
1,희망,0,명사,한자어
1,흰머리,0,명사,고유어
1,흰색,0,명사,혼종어
1,히히,0,부사,고유어
1,히힝,0,부사,고유어
1,힌트,0,명사,외래어
1,힘,0,명사,고유어
1,힘겹다,0,형용사,고유어
1,힘껏,0,부사,고유어
1,힘내다,0,동사,고유어
1,힘들다,0,형용사,고유어
1,힘세다,0,형용사,고유어
1,힘쓰다,0,동사,고유어
1,힘없다,0,형용사,고유어
1,힘없이,0,부사,고유어
1,힘주다,0,동사,고유어
1,힘차다,0,형용사,고유어
1,힝,1,부사,고유어
2,가능성,0,명사,한자어
2,가닥,0,명사,고유어
2,가득가득,1,부사,고유어
2,가라앉히다,0,동사,고유어
2,가루약,0,명사,혼종어
2,가마,5,명사,고유어
2,가문,1,명사,한자어
2,가사,9,명사,한자어
2,가슴속,0,명사,고유어
2,가습기,0,명사,한자어
2,가을바람,0,명사,고유어
2,가입,0,명사,한자어
2,가입하다,0,동사,혼종어
2,가장,6,명사,한자어
2,가재,1,명사,고유어
2,가정집,1,명사,혼종어
2,가족사진,0,명사,한자어
2,가족회의,0,명사,한자어
2,가지가지,1,명사,고유어
2,가치,4,명사,한자어
2,가파르다,0,형용사,고유어
2,각오,1,명사,한자어
2,각오하다,1,동사,혼종어
2,각종,0,명사,한자어
2,간신히,0,부사,혼종어
2,간절하다,0,형용사,혼종어
2,간절히,0,부사,혼종어
2,간직하다,0,동사,고유어
2,간질간질,0,부사,고유어
2,갈다,3,동사,고유어
2,갈리다,2,동사,고유어
2,갈리다,4,동사,고유어
2,갈비뼈,0,명사,고유어
2,갈비찜,0,명사,고유어
2,갈아타다,0,동사,고유어
2,갈증,0,명사,한자어
2,감,12,명사,한자어
2,감각,2,명사,한자어
2,감귤,0,명사,한자어
2,감나무,0,명사,고유어
2,감방,3,명사,한자어
2,감사히,0,부사,혼종어
2,감상,2,명사,한자어
2,감상하다,4,동사,혼종어
2,감시,2,명사,한자어
2,감시하다,1,동사,혼종어
2,감정,6,명사,한자어
2,감쪽같이,0,부사,고유어
2,감탄,0,명사,한자어
2,감탄하다,0,동사,혼종어
2,값싸다,0,형용사,고유어
2,강강술래,0,명사,고유어
2,강당,0,명사,한자어
2,강도,6,명사,한자어
2,강력,2,명사,한자어
2,강력하다,0,형용사,혼종어
2,강렬하다,2,형용사,혼종어
2,강제,1,명사,한자어
2,강조,2,명사,한자어
2,갖추다,0,동사,고유어
2,개다,1,동사,고유어
2,개발,0,명사,한자어
2,개발되다,0,동사,혼종어
2,개발하다,0,동사,혼종어
2,개성,3,명사,한자어
2,갯벌,0,명사,고유어
2,거두다,2,동사,고유어
2,거둬들이다,0,동사,고유어
2,거들다,1,동사,고유어
2,거름,0,명사,고유어
2,거리,2,의존명사,고유어
2,거만하다,0,형용사,혼종어
2,거부,2,명사,한자어
2,거부하다,0,동사,혼종어
2,거북선,0,명사,혼종어
2,거슬리다,0,동사,고유어
2,거위,1,명사,고유어
2,건너뛰다,0,동사,고유어
2,건네다,0,동사,고유어
2,건네주다,0,동사,고유어
2,건방지다,0,형용사,고유어
2,걷다,3,동사,고유어
2,걷다,4,동사,고유어
2,걸려들다,0,동사,고유어
2,검,3,명사,한자어
2,검토,0,명사,한자어
2,검토하다,0,동사,혼종어
2,겁주다,0,동사,혼종어
2,겉보기,0,명사,고유어
2,게다가,0,부사/품사없음,고유어
2,게시판,0,명사,한자어
2,겨울날,0,명사,고유어
2,겨울바람,0,명사,고유어
2,겨울잠,0,명사,고유어
2,겨자,1,명사,고유어
2,격려,0,명사,한자어
2,격려하다,0,동사,혼종어
2,결론,2,명사,한자어
2,결정되다,1,동사,혼종어
2,결혼식장,0,명사,한자어
2,경계,4,명사,한자어
2,경비원,0,명사,한자어
2,경험,0,명사,한자어
2,경험하다,0,동사,혼종어
2,곁들이다,0,동사,고유어
2,계급,2,명사,한자어
2,계란찜,0,명사,혼종어
2,계좌,2,명사,한자어
2,계획서,0,명사,한자어
2,계획표,0,명사,한자어
2,고객,4,명사,한자어
2,고급,2,명사,한자어
2,고독,1,명사,한자어
2,고독하다,0,형용사,혼종어
2,고등학교,0,명사,한자어
2,고등학생,0,명사,한자어
2,고릴라,0,명사,외래어
2,고만,2,부사,고유어
2,고무신,0,명사,고유어
2,고무장갑,0,명사,혼종어
2,고물,6,명사,한자어
2,고발,2,명사,한자어
2,고발하다,2,동사,혼종어
2,고속,2,명사,한자어
2,고요하다,0,형용사,고유어
2,고이,1,부사,고유어
2,고이다,1,동사,고유어
2,고장,1,명사,고유어
2,고전,2,명사,한자어
2,고집불통,0,명사,한자어
2,고층,0,명사,한자어
2,고통,0,명사,한자어
2,곡식,0,명사,한자어
2,곤란,0,명사,한자어
2,곤란하다,0,형용사,혼종어
2,골대,0,명사,혼종어
2,골인,2,명사,외래어
2,골치,0,명사,고유어
2,골탕,1,명사,고유어
2,골프,0,명사,외래어
2,곱셈,0,명사,고유어
2,곱하기,0,명사,고유어
2,곱하다,0,동사,고유어
2,곳곳,0,명사,고유어
2,공감,0,명사,한자어
2,공감하다,0,동사,혼종어
2,공개,0,명사,한자어
2,공개적,0,명사/관형사,한자어
2,공개하다,0,동사,혼종어
2,공군,2,명사,한자어
2,공기,1,명사,고유어
2,공기놀이,0,명사,고유어
2,공놀이하다,0,동사,고유어
2,공동체,0,명사,한자어
2,공부방,0,명사,한자어
2,공손하다,0,형용사,혼종어
2,공식,1,명사,한자어
2,공연,2,명사,한자어
2,공연장,0,명사,한자어
2,공연하다,2,동사,혼종어
2,공작,4,명사,한자어
2,공평하다,1,형용사,혼종어
2,과목,2,명사,한자어
2,과연,1,부사,한자어
2,과장,7,명사,한자어
2,과제,4,명사,한자어
2,과학관,0,명사,한자어
2,관,6,명사,한자어
2,관객,0,명사,한자어
2,관광,2,명사,한자어
2,관광객,0,명사,한자어
2,관광하다,2,동사,혼종어
2,관람,0,명사,한자어
2,관람하다,0,동사,혼종어
2,관련,0,명사,한자어
2,관련되다,0,동사,혼종어
2,관련하다,0,동사,혼종어
2,관리,4,명사,한자어
2,관리하다,0,동사,혼종어
2,관심사,0,명사,한자어
2,관장,11,명사,한자어
2,관중,8,명사,한자어
2,괄호,0,명사,한자어
2,광고하다,2,동사,혼종어
2,광복,1,명사,한자어
2,광장,2,명사,한자어
2,교감,3,명사,한자어
2,교과,1,명사,한자어
2,교과서,0,명사,한자어
2,교내,1,명사,한자어
2,교무실,0,명사,한자어
2,교문,1,명사,한자어
2,교복,1,명사,한자어
2,교수,6,명사,한자어
2,교시,3,의존명사,한자어
2,교육,0,명사,한자어
2,교육청,0,명사,한자어
2,교장,3,명사,한자어
2,교재,1,명사,한자어
2,교체,1,명사,한자어
2,교탁,1,명사,한자어
2,교통,1,명사,한자어
2,교통경찰,0,명사,한자어
2,교통수단,0,명사,한자어
2,교환,1,명사,한자어
2,교환되다,0,동사,혼종어
2,교환하다,1,동사,혼종어
2,교훈,2,명사,한자어
2,구구단,0,명사,한자어
2,구기다,1,동사,고유어
2,구린내,0,명사,고유어
2,구명조끼,0,명사,혼종어
2,구불구불하다,0,형용사/동사,고유어
2,구입하다,3,동사,혼종어
2,구청,2,명사,한자어
2,구출하다,1,동사,혼종어
2,국가,1,명사,한자어
2,국경,1,명사,한자어
2,국그릇,0,명사,고유어
2,국내,2,명사,한자어
2,국산,0,명사,한자어
2,국악,0,명사,한자어
2,국어사전,1,명사,한자어
2,국적,2,명사,한자어
2,국제,2,명사,한자어
2,군것질,0,명사,고유어
2,군고구마,0,명사,고유어
2,군사,1,명사,한자어
2,군함,2,명사,한자어
2,굳이,0,부사,고유어
2,굴,1,명사,고유어
2,굵기,0,명사,고유어
2,궁둥이,0,명사,고유어
2,귀마개,0,명사,고유어
2,귀이개,0,명사,고유어
2,귀족,1,명사,한자어
2,규모,0,명사,한자어
2,균,3,명사,한자어
2,균형,0,명사,한자어
2,그나마,0,부사,고유어
2,그날그날,0,명사/부사,고유어
2,그다지,0,부사,고유어
2,그룹,1,명사,외래어
2,그리다,1,동사,고유어
2,그리워지다,0,동사,고유어
2,그림일기,0,명사,혼종어
2,그해,0,명사,고유어
2,극복,1,명사,한자어
2,극복하다,1,동사,혼종어
2,글쓰기,0,명사,고유어
2,금고,2,명사,한자어
2,금빛,0,명사,혼종어
2,금속,1,명사,한자어
2,금액,2,명사,한자어
2,금지하다,0,동사,혼종어
2,급식실,0,명사,한자어
2,기,21,명사,한자어
2,기간,7,명사,한자어
2,기구,14,명사,한자어
2,기권,2,명사,한자어
2,기꺼이,0,부사,고유어
2,기껏,0,부사,고유어
2,기념관,0,명사,한자어
2,기러기,0,명사,고유어
2,기록,2,명사,한자어
2,기록되다,0,동사,혼종어
2,기록하다,0,동사,혼종어
2,기막히다,0,형용사,혼종어
2,기발하다,1,형용사,혼종어
2,기본적,0,명사/관형사,한자어
2,기부하다,4,동사,혼종어
2,기사,10,명사,한자어
2,기억력,0,명사,한자어
2,기역,1,명사,고유어
2,기자,4,명사,한자어
2,기준,3,명사/감탄사,한자어
2,기초,6,명사,한자어
2,기합,1,명사,한자어
2,기호,1,명사,한자어
2,기후,5,명사,한자어
2,긴급,0,명사,한자어
2,긴바늘,0,명사,고유어
2,긴장감,0,명사,한자어
2,까치발,1,명사,고유어
2,깔깔,1,부사,고유어
2,깜짝,1,부사,고유어
2,깜짝깜짝,2,부사,고유어
2,깜짝하다,1,동사,고유어
2,깡패,0,명사,혼종어
2,깨달음,0,명사,고유어
2,껄껄,1,부사,고유어
2,껑충,1,부사,고유어
2,껑충껑충,0,부사,고유어
2,꼬맹이,0,명사,고유어
2,꼬불꼬불,0,부사,고유어
2,꼬치,1,명사,고유어
2,꼭두각시,0,명사,고유어
2,꼴깍,0,부사,고유어
2,꼽다,0,동사,고유어
2,꽃향기,0,명사,혼종어
2,꽈배기,0,명사,고유어
2,꾀꼬리,0,명사,고유어
2,꾀꼴꾀꼴,0,부사,고유어
2,꾀병,0,명사,혼종어
2,꾸러미,0,명사,고유어
2,꾸리다,0,동사,고유어
2,꾸벅꾸벅,1,부사,고유어
2,꿀떡,1,명사,고유어
2,꿀맛,0,명사,고유어
2,꿀밤,0,명사,고유어
2,꿀벌,0,명사,고유어
2,꿈나무,0,명사,고유어
2,꿋꿋하다,0,형용사,고유어
2,꿩,1,명사,고유어
2,끊이다,0,동사,고유어
2,끊임없이,0,부사,고유어
2,끌려가다,0,동사,고유어
2,끌려오다,0,동사,고유어
2,끌어내다,0,동사,고유어
2,끌어내리다,0,동사,고유어
2,끌어당기다,0,동사,고유어
2,끌어들이다,0,동사,고유어
2,끌어안다,0,동사,고유어
2,끌어올리다,0,동사,고유어
2,끔찍이,0,부사,고유어
2,끙,0,부사,고유어
2,끝맺다,0,동사,고유어
2,끝부분,0,명사,혼종어
2,끝장,0,명사,고유어
2,끼치다,2,동사,고유어
2,나무라다,0,동사,고유어
2,나무젓가락,0,명사,고유어
2,나팔꽃,0,명사,혼종어
2,낙엽,0,명사,한자어
2,낚시터,0,명사,고유어
2,낚아채다,0,동사,고유어
2,난리,2,명사,한자어
2,날로,1,부사,고유어
2,날벼락,0,명사,고유어
2,날아오르다,0,동사,고유어
2,남색,2,명사,한자어
2,남성,1,명사,한자어
2,남한,2,명사,한자어
2,납치하다,0,동사,혼종어
2,낫,1,명사,고유어
2,낭비,0,명사,한자어
2,낭비되다,0,동사,혼종어
2,낭비하다,0,동사,혼종어
2,내걸다,0,동사,고유어
2,내기하다,1,동사,고유어
2,내내,0,부사,고유어
2,내딛다,0,동사,고유어
2,내려지다,0,동사,고유어
2,내면,0,명사,한자어
2,내뱉다,0,동사,고유어
2,내부,4,명사,한자어
2,내성적,0,명사/관형사,한자어
2,내세우다,0,동사,고유어
2,내키다,1,동사,고유어
2,너구리,0,명사,고유어
2,너도나도,0,부사,고유어
2,너머,0,명사,고유어
2,넓이,0,명사,고유어
2,넘보다,0,동사,고유어
2,넘어서다,0,동사,고유어
2,년대,0,의존명사,한자어
2,년도,0,의존명사,한자어
2,노,12,명사,한자어
2,노란불,0,명사,고유어
2,노루,1,명사,고유어
2,노른자,0,명사,고유어
2,노리다,1,동사,고유어
2,노크,0,명사,외래어
2,노트,2,명사,외래어
2,녹,2,명사,한자어
2,논,1,명사,고유어
2,논두렁,1,명사,고유어
2,논밭,0,명사,고유어
2,놀림,1,명사,고유어
2,놀부,0,명사,고유어
2,놀이공원,0,명사,혼종어
2,놀이방,0,명사,혼종어
2,놀이하다,1,동사,고유어
2,농민,0,명사,한자어
2,농사꾼,0,명사,혼종어
2,뇌,2,명사,한자어
2,누리다,1,동사,고유어
2,누명,1,명사,한자어
2,눈길,1,명사,고유어
2,눈밭,0,명사,고유어
2,눈코,0,명사,고유어
2,느긋하다,2,형용사,고유어
2,느끼하다,0,형용사,고유어
2,느낌표,0,명사,혼종어
2,느릿느릿,0,부사,고유어
2,능력,2,명사,한자어
2,늦어지다,0,동사,고유어
2,늦추다,0,동사,고유어
2,니은,0,명사,고유어
2,다급하다,2,형용사,혼종어
2,다닥다닥,0,부사,고유어
2,다루다,0,동사,고유어
2,다리다,1,동사,고유어
2,다발,1,명사,고유어
2,다섯째,0,수사/관형사/명사,고유어
2,다수,0,명사,한자어
2,다운,0,명사,외래어
2,다하다,0,동사,고유어
2,다행스럽다,0,형용사,혼종어
2,단,6,부사,한자어
2,단,10,관형사,한자어
2,단백질,0,명사,한자어
2,단서,4,명사,한자어
2,단순하다,0,형용사,혼종어
2,단순히,0,부사,혼종어
2,단어,0,명사,한자어
2,단원,1,명사,한자어
2,단위,2,명사,한자어
2,단장,1,명사,한자어
2,단점,1,명사,한자어
2,단지,3,부사,한자어
2,단짝,0,명사,혼종어
2,달다,1,동사,고유어
2,달리,1,부사,고유어
2,달리하다,1,동사,고유어
2,담,3,명사,고유어
2,담기다,1,동사,고유어
2,담당,0,명사,한자어
2,담당자,0,명사,한자어
2,담당하다,0,동사,혼종어
2,담벼락,0,명사,고유어
2,답변,0,명사,한자어
2,답변하다,0,동사,혼종어
2,답안지,0,명사,한자어
2,당나귀,0,명사,혼종어
2,당당하다,0,형용사,혼종어
2,당당히,0,부사,혼종어
2,당번,1,명사,한자어
2,당분간,0,명사/부사,한자어
2,당선,4,명사,한자어
2,당선되다,0,동사,혼종어
2,당일,0,명사,한자어
2,대규모,0,명사,한자어
2,대기실,0,명사,한자어
2,대다수,0,명사,한자어
2,대량,1,명사,한자어
2,대롱대롱,0,부사,고유어
2,대본,3,명사,한자어
2,대비,9,명사,한자어
2,대비하다,4,동사,혼종어
2,대상,11,명사,한자어
2,대상자,3,명사,한자어
2,대야,1,명사,고유어
2,대여,2,명사,한자어
2,대접,4,명사,한자어
2,대접하다,0,동사,혼종어
2,대책,3,명사,한자어
2,대체로,0,부사,혼종어
2,대표적,0,명사/관형사,한자어
2,대표하다,0,동사,혼종어
2,대피,2,명사,한자어
2,대피하다,0,동사,혼종어
2,대학,1,명사,한자어
2,대학교,0,명사,한자어
2,대학생,0,명사,한자어
2,대형,4,명사,한자어
2,댄스,0,명사,외래어
2,더구나,1,부사,고유어
2,더군다나,0,부사,고유어
2,더더욱,0,부사,고유어
2,더블,0,명사,외래어
2,덤,0,명사,고유어
2,덤프트럭,0,명사,외래어
2,덧셈,0,명사,고유어
2,덩이,0,명사,고유어
2,데다,1,동사,고유어
2,데이트,0,명사,외래어
2,도,10,명사,한자어
2,도넛,0,명사,외래어
2,도둑놈,0,명사,고유어
2,도리,7,명사,한자어
2,도미노,0,명사,외래어
2,도서,6,명사,한자어
2,도우미,0,명사,고유어
2,도중,4,명사,한자어
2,도형,3,명사,한자어
2,독특하다,0,형용사,혼종어
2,돋보이다,0,동사,고유어
2,돌길,1,명사,고유어
2,돌려받다,0,동사,고유어
2,돌잔치,0,명사,고유어
2,동료,0,명사,한자어
2,동물병원,0,명사,한자어
2,동사무소,0,명사,한자어
2,동상,6,명사,한자어
2,동영상,0,명사,한자어
