grade,headword,homograph,pos,origin
1,가,1,명사,고유어
1,가게,0,명사,고유어
1,가격,3,명사,한자어
1,가구,4,명사,한자어
1,가까워지다,0,동사,고유어
1,가까이,0,부사/명사,고유어
1,가깝다,0,형용사,고유어
1,가꾸다,0,동사,고유어
1,가끔,0,부사,고유어
1,가난,1,명사,고유어
1,가난하다,0,형용사,고유어
1,가늘다,0,형용사,고유어
1,가능,0,명사,한자어
1,가능하다,0,형용사,혼종어
1,가다,1,동사/보조동사,고유어
1,가두다,0,동사,고유어
1,가득,1,부사,고유어
1,가득하다,1,형용사,고유어
1,가라앉다,0,동사,고유어
1,가래,6,명사,고유어
1,가렵다,0,형용사,고유어
1,가로,1,명사/부사,고유어
1,가로등,0,명사,한자어
1,가로막다,0,동사,고유어
1,가루,1,명사,고유어
1,가르다,0,동사,고유어
1,가르치다,1,동사,고유어
1,가르침,0,명사,고유어
1,가리다,2,동사,고유어
1,가리다,3,동사,고유어
1,가리키다,1,동사,고유어
1,가만,0,부사/감탄사,고유어
1,가만있다,0,동사,고유어
1,가만히,0,부사,고유어
1,가면,2,명사,한자어
1,가발,2,명사,한자어
1,가방,1,명사,고유어
1,가볍다,0,형용사,고유어
1,가수,11,명사,한자어
1,가스,0,명사,외래어
1,가스레인지,0,명사,외래어
1,가슴,0,명사,고유어
1,가시,1,명사,고유어
1,가시다,0,동사,고유어
1,가엾다,0,형용사,고유어
1,가운데,0,명사,고유어
1,가위,1,명사,고유어
1,가위바위보,0,명사,혼종어
1,가을,1,명사,고유어
1,가장,1,부사,고유어
1,가정,6,명사,한자어
1,가져가다,0,동사,고유어
1,가져다주다,0,동사,고유어
1,가져오다,0,동사,고유어
1,가족,0,명사,한자어
1,가죽,0,명사,고유어
1,가지,1,명사,고유어
1,가지,4,의존명사,고유어
1,가지다,0,동사/보조동사,고유어
1,가짜,0,명사,혼종어
1,각,1,관형사,한자어
1,각,2,명사,한자어
1,각각,1,명사/부사,한자어
1,각자,2,명사/부사,한자어
1,간,1,명사,고유어
1,간,8,명사,한자어
1,간격,2,명사,한자어
1,간단하다,2,형용사,혼종어
1,간단히,0,부사,혼종어
1,간섭,0,명사,한자어
1,간섭하다,0,동사,혼종어
1,간식,2,명사,한자어
1,간장,1,명사,혼종어
1,간지럽다,0,형용사,고유어
1,간판,2,명사,한자어
1,간편하다,0,형용사,혼종어
1,간호,0,명사,한자어
1,간호사,0,명사,한자어
1,간호하다,0,동사,혼종어
1,갇히다,0,동사,고유어
1,갈다,1,동사,고유어
1,갈다,2,동사,고유어
1,갈라지다,0,동사,고유어
1,갈매기,0,명사,고유어
1,갈비,1,명사,고유어
1,갈색,0,명사,한자어
1,갈수록,0,부사,고유어
1,갈아입다,0,동사,고유어
1,갈아입히다,0,동사,고유어
1,감,1,명사,고유어
1,감기,3,명사,한자어
1,감기다,1,동사,고유어
1,감기다,4,동사,고유어
1,감다,1,동사,고유어
1,감다,2,동사,고유어
1,감다,3,동사,고유어
1,감독,0,명사,한자어
1,감동,2,명사,한자어
1,감동적,0,명사/관형사,한자어
1,감동하다,1,동사,혼종어
1,감사,8,명사,한자어
1,감사하다,5,동사/형용사,혼종어
1,감싸다,0,동사,고유어
1,감옥,2,명사,한자어
1,감자,1,명사,고유어
1,감자튀김,0,명사,고유어
1,감추다,0,동사,고유어
1,갑갑하다,0,형용사,고유어
1,갑자기,0,부사,고유어
1,값,0,명사,고유어
1,강,1,명사,한자어
1,강가,1,명사,혼종어
1,강물,0,명사,혼종어
1,강산,1,명사,한자어
1,강아지,0,명사,고유어
1,강하다,1,형용사,혼종어
1,강하다,2,형용사,혼종어
1,갖가지,0,명사,고유어
1,갖다,1,동사/보조동사,고유어
1,같다,0,형용사,고유어
1,같아지다,0,동사,고유어
1,같이,0,부사/조사,고유어
1,갚다,0,동사,고유어
1,개,3,명사,고유어
1,개,7,의존명사,한자어
1,개구리,0,명사,고유어
1,개굴개굴,0,부사,고유어
1,개나리,1,명사,고유어
1,개나리꽃,0,명사,고유어
1,개다,3,동사,고유어
1,개미,3,명사,고유어
1,개수,3,명사,한자어
1,개운하다,1,형용사,고유어
1,개울,0,명사,고유어
1,개인,2,명사,한자어
1,개학,0,명사,한자어
1,갸우뚱하다,0,동사/형용사,고유어
1,걔,0,품사없음,고유어
1,거,1,대명사/의존명사,고유어
1,거기,1,대명사,고유어
1,거꾸로,0,부사,고유어
1,거대하다,0,형용사,혼종어
1,거리,1,명사,고유어
1,거리,7,명사,한자어
1,거미,2,명사,고유어
1,거미줄,0,명사,고유어
1,거북,2,명사,고유어
1,거북이,0,명사,고유어
1,거세다,0,형용사,고유어
1,거실,2,명사,한자어
1,거울,1,명사,고유어
1,거의,1,명사/부사,고유어
1,거인,1,명사,한자어
1,거절,1,명사,한자어
1,거절하다,1,동사,혼종어
1,거지,1,명사,고유어
1,거짓,0,명사,고유어
1,거짓말,0,명사,고유어
1,거짓말쟁이,0,명사,고유어
1,거짓말하다,0,동사,고유어
1,거칠다,0,형용사,고유어
1,거품,0,명사,고유어
1,걱정,0,명사,고유어
1,걱정되다,0,동사,고유어
1,걱정스럽다,0,형용사,고유어
1,걱정하다,0,동사,고유어
1,건강,3,명사,한자어
1,건강하다,2,형용사,혼종어
1,건너,1,명사,고유어
1,건너가다,0,동사,고유어
1,건너다,0,동사,고유어
1,건너오다,0,동사,고유어
1,건너편,0,명사,혼종어
1,건드리다,0,동사,고유어
1,건물,3,명사,한자어
1,건전지,0,명사,한자어
1,건조하다,2,동사/형용사,혼종어
1,건지다,0,동사,고유어
1,걷기,0,명사,고유어
1,걷다,2,동사,고유어
1,걸다,2,동사,고유어
1,걸레,0,명사,고유어
1,걸리다,1,동사,고유어
1,걸어가다,0,동사,고유어
1,걸어오다,1,동사,고유어
1,걸음,0,명사,고유어
1,걸음마,0,명사/감탄사,고유어
1,걸치다,0,동사,고유어
1,검다,2,형용사,고유어
1,검사,3,명사,한자어
1,검사하다,0,동사,혼종어
1,검은색,0,명사,혼종어
1,검정,1,명사,고유어
1,겁,2,명사,한자어
1,겁나다,0,동사,혼종어
1,겁내다,0,동사,혼종어
1,것,0,의존명사,고유어
1,겉,1,명사,고유어
1,겉모습,0,명사,고유어
1,게,1,명사,고유어
1,게으르다,0,형용사,고유어
1,게으름,0,명사,고유어
1,게임,0,명사,외래어
1,겨드랑이,0,명사,고유어
1,겨루다,0,동사,고유어
1,겨우,0,부사,고유어
1,겨울,0,명사,고유어
1,겨울철,0,명사,고유어
1,겪다,0,동사,고유어
1,견디다,0,동사,고유어
1,결과,2,명사,한자어
1,결국,0,명사/부사,한자어
1,결석,1,명사,한자어
1,결석하다,0,동사,혼종어
1,결심,1,명사,한자어
1,결심하다,1,동사,혼종어
1,결정,1,명사,한자어
1,결정하다,1,동사,혼종어
1,결코,0,부사,혼종어
1,결혼,0,명사,한자어
1,결혼식,0,명사,한자어
1,결혼하다,0,동사,혼종어
1,겹치다,0,동사,고유어
1,경고,4,명사,한자어
1,경기,11,명사,한자어
1,경기장,0,명사,한자어
1,경례,0,명사/감탄사,한자어
1,경우,2,명사,한자어
1,경쟁,0,명사,한자어
1,경주,8,명사,한자어
1,경찰,4,명사,한자어
1,경찰관,0,명사,한자어
1,경찰서,0,명사,한자어
1,경찰차,0,명사,한자어
1,경치,2,명사,한자어
1,곁,0,명사,고유어
1,계곡,1,명사,한자어
1,계단,4,명사,한자어
1,계란,0,명사,한자어
1,계란프라이,0,명사,혼종어
1,계산,1,명사,한자어
1,계산하다,0,동사,혼종어
1,계속,4,명사/부사,한자어
1,계속되다,2,동사,혼종어
1,계속하다,3,동사,혼종어
1,계시다,0,동사/보조동사,고유어
1,계절,1,명사,한자어
1,계획,1,명사,한자어
1,계획하다,1,동사,혼종어
1,고,3,관형사,고유어
1,고개,1,명사,고유어
1,고개,2,명사,고유어
1,고구마,0,명사,고유어
1,고기,1,명사,고유어
1,고등어,0,명사,고유어
1,고래,1,명사,고유어
1,고루,1,부사,고유어
1,고르다,1,동사,고유어
1,고르다,3,형용사,고유어
1,고리,1,명사,고유어
1,고마움,0,명사,고유어
1,고마워하다,0,동사,고유어
1,고맙다,0,형용사,고유어
1,고모,1,명사,한자어
1,고모부,0,명사,한자어
1,고무,1,명사,고유어
1,고무줄,0,명사,고유어
1,고민,0,명사,한자어
1,고민하다,0,동사,혼종어
1,고백,0,명사,한자어
1,고백하다,0,동사,혼종어
1,고생,0,명사,한자어
1,고생하다,0,동사,혼종어
1,고소하다,1,형용사,고유어
1,고속버스,0,명사,혼종어
1,고슴도치,0,명사,고유어
1,고약하다,0,형용사,고유어
1,고양이,0,명사,고유어
1,고장,9,명사,한자어
1,고정,5,명사,한자어
1,고정되다,0,동사,혼종어
1,고정하다,5,동사,혼종어
1,고집,2,명사,한자어
1,고집하다,0,동사,혼종어
1,고추,1,명사,고유어
1,고추장,0,명사,혼종어
1,고춧가루,0,명사,고유어
1,고치다,0,동사,고유어
1,고통스럽다,0,형용사,혼종어
1,고프다,1,형용사,고유어
1,고함,1,명사,한자어
1,고향,2,명사,한자어
1,곡,2,명사,한자어
1,곤충,0,명사,한자어
1,곧,1,부사,고유어
1,곧바로,0,부사,고유어
1,곧잘,0,부사,고유어
1,곧장,0,부사,고유어
1,골,8,명사,외래어
1,골고루,0,부사,고유어
1,골다,0,동사,고유어
1,골목,1,명사,고유어
1,골목길,0,명사,고유어
1,골짜기,0,명사,고유어
1,곰,3,명사,고유어
1,곰곰이,0,부사,고유어
1,곰팡이,0,명사,고유어
1,곱다,2,형용사,고유어
1,곳,0,명사,고유어
1,공,1,명사,고유어
1,공,9,명사,한자어
1,공,12,명사/수사,한자어
1,공간,5,명사,한자어
1,공격,2,명사,한자어
1,공격하다,0,동사,혼종어
1,공기,5,명사,한자어
1,공놀이,0,명사,고유어
1,공동,2,명사,한자어
1,공룡,0,명사,한자어
1,공부,1,명사,한자어
1,공부하다,0,동사,혼종어
1,공사,2,명사,한자어
1,공사장,0,명사,한자어
1,공원,3,명사,한자어
1,공작새,0,명사,혼종어
1,공장,2,명사,한자어
1,공주,1,명사,한자어
1,공중,3,명사,한자어
1,공짜,0,명사,혼종어
1,공책,1,명사,한자어
1,공통점,0,명사,한자어
1,공포,8,명사,한자어
1,공항,2,명사,한자어
1,공휴일,0,명사,한자어
1,곶감,0,명사,고유어
1,과거,2,명사,한자어
1,과일,1,명사,고유어
1,과자,2,명사,한자어
1,과정,3,명사,한자어
1,과학,0,명사,한자어
1,과학자,0,명사,한자어
1,관계,5,명사,한자어
1,관심,1,명사,한자어
1,관찰,1,명사,한자어
1,관찰하다,0,동사,혼종어
1,관하다,2,동사,혼종어
1,광고,2,명사,한자어
1,괜찮다,0,형용사,고유어
1,괜히,0,부사,고유어
1,괴로움,0,명사,고유어
1,괴로워하다,0,동사,고유어
1,괴롭다,0,형용사,고유어
1,괴롭히다,0,동사,고유어
1,괴물,0,명사,한자어
1,괴상하다,2,형용사,혼종어
1,굉장하다,0,형용사,혼종어
1,굉장히,0,부사,혼종어
1,교사,9,명사,한자어
1,교실,0,명사,한자어
1,교체하다,0,동사,혼종어
1,교통사고,0,명사,한자어
1,교회,2,명사,한자어
1,구,1,수사/관형사,한자어
1,구경,1,명사,고유어
1,구경하다,0,동사,고유어
1,구급차,0,명사,한자어
1,구덩이,0,명사,고유어
1,구두,1,명사,고유어
1,구렁이,0,명사,고유어
1,구르다,1,동사,고유어
1,구르다,2,동사,고유어
1,구름,0,명사,고유어
1,구멍,0,명사,고유어
1,구박,3,명사,한자어
1,구별,2,명사,한자어
1,구별하다,0,동사,혼종어
1,구부리다,0,동사,고유어
1,구분,6,명사,한자어
1,구분하다,3,동사,혼종어
1,구석,1,명사,고유어
1,구석구석,0,명사,고유어
1,구슬,1,명사,고유어
1,구십,0,수사/관형사,한자어
1,구역,4,명사,한자어
1,구역질,0,명사,혼종어
1,구월,0,명사,한자어
1,구이,1,명사,고유어
1,구하다,1,동사,혼종어
1,구하다,3,동사,혼종어
1,국,1,명사,고유어
1,국군,2,명사,한자어
1,국기,7,명사,한자어
1,국물,0,명사,고유어
1,국민,0,명사,한자어
1,국밥,0,명사,고유어
1,국수,1,명사,고유어
1,국어,1,명사,한자어
1,국화,1,명사,한자어
1,국화,5,명사,한자어
1,군,4,대명사/의존명사,한자어
1,군,5,명사,한자어
1,군대,2,명사,한자어
1,군데,0,의존명사,고유어
1,군인,0,명사,한자어
1,굳다,0,동사/형용사,고유어
1,굳어지다,0,동사,고유어
1,굳히다,0,동사,고유어
1,굴,3,명사,한자어
1,굴다,1,동사,고유어
1,굴뚝,0,명사,고유어
1,굴러가다,0,동사,고유어
1,굴러다니다,0,동사,고유어
1,굴리다,0,동사,고유어
1,굵다,0,형용사,고유어
1,굶다,0,동사,고유어
1,굽다,1,동사,고유어
1,굽다,2,동사,고유어
1,굽히다,0,동사,고유어
1,궁,4,명사,한자어
1,궁궐,0,명사,한자어
1,궁금증,0,명사,혼종어
1,궁금하다,0,형용사,고유어
1,궁전,5,명사,한자어
1,권,1,의존명사,한자어
1,권력,2,명사,한자어
1,권총,1,명사,한자어
1,권투,1,명사,한자어
1,귀,1,명사,고유어
1,귀걸이,0,명사,고유어
1,귀신,1,명사,한자어
1,귀염둥이,0,명사,고유어
1,귀엽다,0,형용사,고유어
1,귀중하다,1,형용사,혼종어
1,귀찮다,0,형용사,고유어
1,귀하다,0,형용사,혼종어
1,귓속말,0,명사,고유어
1,규칙,2,명사,한자어
1,규칙적,0,명사/관형사,한자어
1,귤,0,명사,한자어
1,그,1,대명사/관형사,고유어
1,그거,0,대명사,고유어
1,그것,0,대명사,고유어
1,그곳,0,대명사,고유어
1,그날,0,명사,고유어
1,그냥,0,부사,고유어
1,그네,2,명사,고유어
1,그녀,0,대명사,혼종어
1,그놈,0,대명사,고유어
1,그늘,0,명사,고유어
1,그다음,0,명사,고유어
1,그대로,0,부사/명사,고유어
1,그동안,0,명사,고유어
1,그때,0,명사,고유어
1,그때그때,0,명사/부사,고유어
1,그래,1,감탄사,고유어
1,그래도,0,부사/품사없음,고유어
1,그래서,0,부사/품사없음,고유어
1,그러나,0,부사/품사없음,고유어
1,그러니까,0,부사/품사없음,고유어
1,그러다,0,동사,고유어
1,그러면,0,부사/품사없음,고유어
1,그러므로,0,부사,고유어
1,그러하다,0,형용사,고유어
1,그런,1,관형사/품사없음,고유어
1,그런데,0,부사/품사없음,고유어
1,그럼,1,부사/품사없음,고유어
1,그럼,2,감탄사,고유어
1,그렇게,0,품사없음,고유어
1,그렇다,0,형용사,고유어
1,그렇지만,0,부사,고유어
1,그루,1,명사/의존명사,고유어
1,그릇,1,명사,고유어
1,그리,1,부사,고유어
1,그리,2,부사,고유어
1,그리고,0,부사,고유어
1,그리다,2,동사,고유어
1,그리움,0,명사,고유어
1,그리워하다,0,동사,고유어
1,그리하여,0,부사,고유어
1,그림,1,명사,고유어
1,그림자,0,명사,고유어
1,그림책,0,명사,혼종어
1,그립다,0,형용사,고유어
1,그만,2,부사,고유어
1,그만두다,0,동사,고유어
1,그만큼,0,부사/명사,고유어
1,그만하다,1,동사,고유어
1,그물,1,명사,고유어
1,그분,0,대명사,고유어
1,그사이,0,명사,고유어
1,그저,0,부사,고유어
1,그저께,0,명사/부사,고유어
1,그전,0,명사,혼종어
1,그제,0,명사/부사,고유어
1,그제야,0,부사,고유어
1,그중,0,명사,혼종어
1,그쪽,0,대명사,고유어
1,그치다,0,동사,고유어
1,극장,0,명사,한자어
1,근데,0,부사,고유어
1,근처,0,명사,한자어
1,글,0,명사,고유어
1,글쎄,0,감탄사,고유어
1,글쎄요,0,감탄사,고유어
1,글씨,0,명사,고유어
1,글자,0,명사,혼종어
1,긁다,0,동사,고유어
1,긁히다,0,동사,고유어
1,금,2,명사,고유어
1,금,3,명사,한자어
1,금,4,명사,한자어
1,금메달,0,명사,혼종어
1,금방,1,부사,한자어
1,금붕어,0,명사,혼종어
1,금세,1,부사,고유어
1,금연,1,명사,한자어
1,금요일,0,명사,한자어
1,금지,4,명사,한자어
1,급,4,명사/의존명사,한자어
1,급식,0,명사,한자어
1,급하다,0,형용사,혼종어
1,급히,0,부사,혼종어
1,긋다,1,동사,고유어
1,기계,6,명사,한자어
1,기관,11,명사,한자어
1,기념,2,명사,한자어
1,기념품,0,명사,한자어
1,기다,1,동사,고유어
1,기다랗다,0,형용사,고유어
1,기다리다,0,동사,고유어
1,기대,2,명사,한자어
1,기대감,0,명사,한자어
1,기대다,1,동사,고유어
1,기대되다,0,동사,혼종어
1,기대하다,0,동사,혼종어
1,기도,3,명사,한자어
1,기도하다,2,동사,혼종어
1,기둥,0,명사,고유어
1,기르다,0,동사,고유어
1,기름,1,명사,고유어
1,기린,2,명사,한자어
1,기본,0,명사,한자어
1,기분,1,명사,한자어
1,기뻐하다,0,동사,고유어
1,기쁘다,0,형용사,고유어
1,기쁨,0,명사,고유어
1,기사,2,명사,한자어
1,기술,1,명사,한자어
1,기술자,0,명사,한자어
1,기억,2,명사,한자어
1,기억나다,0,동사,혼종어
1,기억되다,0,동사,혼종어
1,기억하다,2,동사,혼종어
1,기온,0,명사,한자어
1,기운,1,명사,고유어
1,기울다,0,동사,고유어
1,기울어지다,0,동사,고유어
1,기울이다,0,동사,고유어
1,기저귀,0,명사,고유어
1,기적,3,명사,한자어
1,기절하다,2,동사,혼종어
1,기지,8,명사,한자어
1,기지개,0,명사,고유어
1,기차,1,명사,한자어
1,기차놀이,0,명사,혼종어
1,기차역,0,명사,한자어
1,기침,1,명사,고유어
1,기타,2,명사,외래어
1,기특하다,0,형용사,혼종어
1,기한,3,명사,한자어
1,기회,3,명사,한자어
1,긴장,0,명사,한자어
1,긴장되다,0,동사,혼종어
1,긴장하다,0,동사,혼종어
1,길,1,명사,고유어
1,길가,0,명사,고유어
1,길거리,0,명사,고유어
1,길다,1,동사,고유어
1,길다,2,형용사,고유어
1,길들이다,0,동사,고유어
1,길목,1,명사,고유어
1,길바닥,0,명사,고유어
1,길어지다,0,동사,고유어
1,길이,1,명사,고유어
1,길쭉길쭉,0,부사,고유어
1,길쭉하다,0,형용사,고유어
1,김,1,명사,고유어
1,김,3,명사,고유어
1,김,4,의존명사,고유어
1,김밥,0,명사,고유어
1,김장,0,명사,고유어
1,김치,1,명사,고유어
1,김치찌개,0,명사,고유어
1,김칫국,0,명사,고유어
1,깃발,2,명사,혼종어
1,깃털,0,명사,고유어
1,깊다,0,형용사,고유어
1,깊숙이,0,부사,고유어
1,깊어지다,0,동사,고유어
1,깊이,1,명사,고유어
1,깊이,2,부사,고유어
1,까까,0,명사,고유어
1,까꿍,0,감탄사,고유어
1,까다,1,동사,고유어
1,까다롭다,0,형용사,고유어
1,까닭,0,명사,고유어
1,까마귀,0,명사,고유어
1,까만색,0,명사,혼종어
1,까맣다,0,형용사,고유어
1,까매지다,0,동사,고유어
1,까먹다,0,동사,고유어
1,까불다,1,동사,고유어
1,까지다,1,동사,고유어
1,까치,1,명사,고유어
1,깎다,0,동사,고유어
1,깎이다,1,동사,고유어
1,깔끔하다,0,형용사,고유어
1,깔다,0,동사,고유어
1,깔리다,1,동사,고유어
1,깜깜하다,0,형용사,고유어
1,깜박,0,부사,고유어
1,깜빡,0,부사,고유어
1,깜빡하다,0,동사,고유어
1,깜짝,2,부사,고유어
1,깡충깡충,0,부사,고유어
1,깡통,0,명사,혼종어
1,깨,0,명사,고유어
1,깨끗이,0,부사,고유어
1,깨끗하다,0,형용사,고유어
1,깨다,1,동사,고유어
1,깨다,2,동사,고유어
1,깨닫다,0,동사,고유어
1,깨뜨리다,0,동사,고유어
1,깨물다,0,동사,고유어
1,깨어나다,0,동사,고유어
1,깨어지다,0,동사,고유어
1,깨우다,0,동사,고유어
1,깨지다,0,동사,고유어
1,깨트리다,0,동사,고유어
1,깻잎,0,명사,고유어
1,꺼내다,0,동사,고유어
1,꺼지다,1,동사,고유어
1,꺼지다,2,동사,고유어
1,꺾다,0,동사,고유어
1,꺾이다,0,동사,고유어
1,껌,0,명사,외래어
1,껍데기,0,명사,고유어
1,껍질,0,명사,고유어
1,껴안다,0,동사,고유어
1,꼬꼬닭,0,명사,고유어
1,꼬꼬댁,0,부사,고유어
1,꼬끼오,0,부사,고유어
1,꼬다,0,동사,고유어
1,꼬리,0,명사,고유어
1,꼬마,0,명사,고유어
1,꼬박꼬박,2,부사,고유어
1,꼬이다,2,동사,고유어
1,꼬이다,3,동사,고유어
1,꼬집다,0,동사,고유어
1,꼭,2,부사,고유어
1,꼭,3,부사,고유어
1,꼭꼭,1,부사,고유어
1,꼭대기,0,명사,고유어
1,꼴,1,명사,고유어
1,꼴찌,0,명사,고유어
1,꼼꼼하다,0,형용사,고유어
1,꼼꼼히,0,부사,고유어
1,꼼짝,0,부사,고유어
1,꼼짝없이,0,부사,고유어
1,꼽히다,0,동사,고유어
1,꽁꽁,1,부사,고유어
1,꽂다,0,동사,고유어
1,꽂히다,0,동사,고유어
1,꽃,1,명사,고유어
1,꽃게,0,명사,고유어
1,꽃다발,0,명사,고유어
1,꽃밭,0,명사,고유어
1,꽃잎,0,명사,고유어
1,꽃집,0,명사,고유어
1,꽉,0,부사,고유어
1,꽝,2,부사,고유어
1,꽤,0,부사,고유어
1,꽥꽥,0,부사,고유어
1,꾀,1,명사,고유어
1,꾸다,1,동사,고유어
1,꾸미다,0,동사,고유어
1,꾸역꾸역,0,부사,고유어
1,꾸준하다,0,형용사,고유어
1,꾸준히,0,부사,고유어
1,꾸짖다,0,동사,고유어
1,꾹,0,부사,고유어
1,꾹꾹,1,부사,고유어
1,꿀,0,명사,고유어
1,꿀꺽,0,부사,고유어
1,꿀꿀,2,부사,고유어
1,꿇다,0,동사,고유어
1,꿈,0,명사,고유어
1,꿈꾸다,0,동사,고유어
1,꿈나라,0,명사,고유어
1,꿈속,0,명사,고유어
1,꿈틀거리다,0,동사,고유어
1,꿰다,0,동사,고유어
1,꿰매다,0,동사,고유어
1,뀌다,3,동사,고유어
1,끄다,1,동사,고유어
1,끄덕이다,0,동사,고유어
1,끄집어내다,0,동사,고유어
1,끈,0,명사,고유어
1,끈끈하다,0,형용사,고유어
1,끊기다,0,동사,고유어
1,끊다,0,동사,고유어
1,끊어지다,0,동사,고유어
1,끌다,0,동사,고유어
1,끌리다,0,동사,고유어
1,끓다,0,동사,고유어
1,끓이다,0,동사,고유어
1,끔찍하다,0,형용사,고유어
1,끙끙,0,부사,고유어
1,끝,1,명사/의존명사,고유어
1,끝나다,0,동사,고유어
1,끝내,0,부사,고유어
1,끝내다,0,동사,고유어
1,끝마치다,0,동사,고유어
1,끝없이,0,부사,고유어
1,끼,1,명사,고유어
1,끼다,1,동사,고유어
1,끼다,2,동사,고유어
1,끼다,3,동사,고유어
1,끼어들다,0,동사,고유어
1,끼얹다,0,동사,고유어
1,끼우다,0,동사,고유어
1,끼이다,1,동사,고유어
1,끼치다,1,동사,고유어
1,나,3,대명사/명사,고유어
1,나가다,0,동사/보조동사,고유어
1,나날이,0,부사,고유어
1,나누다,0,동사,고유어
1,나뉘다,0,동사,고유어
1,나다,1,동사/보조동사,고유어
1,나들이,1,명사,고유어
1,나라,1,명사,고유어
1,나란히,0,부사,고유어
1,나르다,1,동사,고유어
1,나머지,0,명사,고유어
1,나무,1,명사,고유어
1,나물,0,명사,고유어
1,나뭇가지,0,명사,고유어
1,나뭇잎,0,명사,고유어
1,나비,3,명사,고유어
1,나빠지다,0,동사,고유어
1,나쁘다,1,형용사,고유어
1,나서다,0,동사,고유어
1,나아가다,0,동사,고유어
1,나아지다,0,동사,고유어
1,나오다,0,동사,고유어
1,나이,1,명사,고유어
1,나중,1,명사,고유어
1,나타나다,0,동사,고유어
1,나타내다,0,동사,고유어
1,나흘,0,명사,고유어
1,낙서,3,명사,한자어
1,낙지,1,명사,고유어
1,낙타,2,명사,한자어
1,낚다,0,동사,고유어
1,낚시,0,명사,고유어
1,난로,1,명사,한자어
1,난방,2,명사,한자어
1,난쟁이,0,명사,고유어
1,날,1,명사/의존명사,고유어
1,날,2,명사,고유어
1,날개,1,명사,고유어
1,날다,1,동사,고유어
1,날뛰다,0,동사,고유어
1,날리다,1,동사,고유어
1,날리다,2,동사,고유어
1,날씨,1,명사,고유어
1,날씬하다,0,형용사,고유어
1,날아가다,0,동사,고유어
1,날아다니다,0,동사,고유어
1,날아오다,0,동사,고유어
1,날짜,1,명사,고유어
1,날카롭다,0,형용사,고유어
1,낡다,0,동사,고유어
1,남,1,명사,고유어
1,남,2,명사,한자어
1,남,4,명사,한자어
1,남기다,0,동사,고유어
1,남녀,0,명사,한자어
1,남다,0,동사,고유어
1,남동생,0,명사,혼종어
1,남매,0,명사,한자어
1,남자,0,명사,한자어
1,남자아이,0,명사,혼종어
1,남쪽,0,명사,혼종어
1,남편,1,명사,한자어
1,남학생,0,명사,한자어
1,납작하다,2,형용사,고유어
1,낫다,1,동사,고유어
1,낫다,2,형용사,고유어
1,낮,0,명사,고유어
1,낮다,0,형용사,고유어
1,낮아지다,0,동사,고유어
1,낮잠,0,명사,고유어
1,낮추다,0,동사,고유어
1,낯설다,0,형용사,고유어
1,낱말,2,명사,고유어
1,낳다,1,동사,고유어
1,내,4,대명사,고유어
1,내,7,의존명사,한자어
1,내기,1,명사,고유어
1,내년,0,명사,한자어
1,내놓다,0,동사,고유어
1,내다,2,동사/보조동사,고유어
1,내다보다,0,동사,고유어
1,내던지다,0,동사,고유어
1,내려가다,0,동사,고유어
1,내려놓다,0,동사,고유어
1,내려다보다,0,동사,고유어
1,내려앉다,0,동사,고유어
1,내려오다,0,동사,고유어
1,내리다,1,동사,고유어
1,내리막길,0,명사,고유어
1,내밀다,0,동사,고유어
1,내버려두다,0,동사,고유어
1,내버리다,0,동사,고유어
1,내보내다,0,동사,고유어
1,내뿜다,0,동사,고유어
1,내쉬다,0,동사,고유어
1,내용,2,명사,한자어
1,내일,0,명사/부사,한자어
1,내주다,0,동사,고유어
1,내쫓다,0,동사,고유어
1,냄비,0,명사,고유어
1,냄새,0,명사,고유어
1,냉면,0,명사,한자어
1,냉장고,0,명사,한자어
1,냠냠,0,명사/부사,고유어
1,너,1,대명사,고유어
1,너그럽다,0,형용사,고유어
1,너무,0,부사,고유어
1,너무나,0,부사,고유어
1,너무너무,0,부사,고유어
1,너무하다,0,동사/형용사,고유어
1,너희,0,대명사,고유어
1,넉넉하다,0,형용사,고유어
1,넉넉히,0,부사,고유어
1,널다,1,동사,고유어
1,넓다,0,형용사,고유어
1,넓어지다,0,동사,고유어
1,넓히다,0,동사,고유어
1,넘겨주다,0,동사,고유어
1,넘기다,0,동사,고유어
1,넘다,0,동사,고유어
1,넘어가다,0,동사,고유어
1,넘어뜨리다,0,동사,고유어
1,넘어오다,0,동사,고유어
1,넘어지다,0,동사,고유어
1,넘치다,0,동사,고유어
1,넣다,0,동사,고유어
1,네,1,대명사,고유어
1,네,2,관형사,고유어
1,네,3,감탄사,고유어
1,네모,0,명사,고유어
1,넥타이,0,명사,외래어
1,넷,0,수사,고유어
1,넷째,0,수사/관형사/명사,고유어
1,녀석,0,의존명사,고유어
1,년,2,의존명사,한자어
1,노란색,0,명사,혼종어
1,노랑,1,명사,고유어
1,노랗다,0,형용사,고유어
1,노래,1,명사,고유어
1,노래방,0,명사,혼종어
1,노래하다,0,동사,고유어
1,노려보다,0,동사,고유어
1,노력,1,명사,한자어
1,노력하다,1,동사,혼종어
1,노인,1,명사,한자어
1,녹다,1,동사,고유어
1,녹색,0,명사,한자어
1,녹음,3,명사,한자어
1,녹음하다,0,동사,혼종어
1,녹이다,0,동사,고유어
1,놀다,1,동사,고유어
1,놀라다,0,동사,고유어
1,놀랍다,0,형용사,고유어
1,놀래다,0,동사,고유어
1,놀리다,1,동사,고유어
